en_cue,en_target,afr_cue,afr_target,needs_review,suggested_afr_cue,final_afr_cue
daddy,mum,pappa wat is dit,my ma,False,,pappa wat is dit
suicide,murder,selfmoord,moord,False,,selfmoord
killer,murderer,moordenaar,moordenaar,True,slager,slager
nerve,muscle,senuwee,spier,False,,senuwee
library,museum,biblioteek,museum,False,,biblioteek
jazz,music,jazz,musiek,False,,jazz
singer,musician,sanger,musikant,False,,sanger
evolution,mutation,evolusie,mutasie,False,,evolusie
secret,mystery,geheime,raaisel,False,,geheime
nude,naked,naak,naak,True,naakte standbeeld,kaal
country,nation,land,nasie,False,,land
diarrhea,nausea,diarree,naarheid,False,,diarree
marine,navy,mariene,vloot,False,,mariene
throat,neck,keel,nek,False,,keel
ring,necklace,ring,halssnoer,False,,ring
necessary,need,noodsaaklik,benodig,False,,noodsaaklik
positive,negative,positief,negatief,False,,positief
grandson,nephew,kleinkind,neef,False,,kleinkind
worried,nervous,bekommerd,senuweeagtig,False,,bekommerd
channel,news,kanaal,nuus,False,,kanaal
article,newspaper,artikel,koerant,False,,artikel
midnight,noon,middernag,die middag,False,,middernag
healthy,normal,gesond,normaal,False,,gesond
south,north,suidelike,noordelike,False,,suidelike
mouth,nose,mond,neus,False,,mond
atomic,nuclear,atoom,kernkrag,False,,atoom
swear,oath,sweer,eed,False,,sweer
clearly,obviously,duidelik,dit is duidelik,False,,duidelik
sea,ocean,see,oseaan,True,,see
september,october,september,oktober,False,,september
insult,offend,belediging,beledigend,False,,belediging
desk,office,lessenaar,kantoor,False,,lessenaar
officially,official,amptelik,amptelike,False,,amptelik
sometimes,often,soms,dikwels,False,,soms
coal,oil,steenkool,olie,False,,steenkool
garlic,onion,knoffel,uie,False,,knoffel
enemy,opponent,vyand,teenstander,False,,vyand
choice,option,keuse,opsie,False,,keuse
green,orange,groen,oranje,False,,groen
planet,orbit,planeet,wentelbaan,False,,planeet
command,order,opdrag,volgorde,False,,opdrag
arrange,organize,reël,organiseer,False,,reël
result,outcome,gevolg,uitkoms,False,,gevolg
property,owner,eiendom,eienaar,False,,eiendom
air,oxygen,lug,suurstof,False,,lug
envelope,package,koevert,pakket,False,,koevert
suffering,pain,lyding,pyn,False,,lyding
artist,painter,kunstenaar,skilder,False,,kunstenaar
section,paragraph,afdeling,paragraaf,False,,afdeling
supernatural,paranormal,bonatuurlike,paranormale,False,,bonatuurlike
adult,parent,volwasse,ouer,False,,volwasse
matter,particle,saak,deeltjie,False,,saak
reception,party,ontvangs,partytjie,False,,ontvangs
enthusiasm,passion,entoesiasme,passie,False,,entoesiasme
ticket,passport,kaartjie,paspoort,False,,kaartjie
code,password,kode,wagwoord,False,,kode
future,past,toekomstige,verlede,False,,toekomstige
route,path,roete,pad,False,,roete
miserable,pathetic,ellendig,hartseer,False,,ellendig
guard,patrol,wag,patrollie,False,,wag
paper,pen,papier,pen,False,,papier
vagina,penis,vagina,penis,False,,vagina
population,people,bevolking,mense,False,,bevolking
ideal,perfect,ideaal,volmaak,False,,ideaal
show,performance,vertoning,prestasie,False,,vertoning
lipstick,perfume,lipstiffie,parfuum,False,,lipstiffie
radius,perimeter,radius,omtrek,False,,radius
phase,period,fase,tydperk,False,,fase
character,personality,karakter,persoonlikheid,False,,karakter
view,perspective,uitsig,perspektief,False,,uitsig
picture,photo,prentjie,foto,False,,prentjie
autograph,photographer,outograaf,fotograaf,False,,outograaf
dictionary,phrase,woordeboek,frase,False,,woordeboek
sexual,physical,seksuele,fisiese,False,,seksuele
fragment,piece,fragment,stuk,False,,fragment
cow,pig,koei,vark,False,,koei
tablet,pill,tablet,pil,False,,tablet
astronaut,pilot,ruimtevaarder,vlieënier,False,,ruimtevaarder
preparation,planning,voorbereiding,beplanning,False,,voorbereiding
cement,plastic,sement,plastiek,False,,sement
bowl,plate,bak,plaat,False,,bak
explanation,plausible,verduideliking,plausibel,False,,verduideliking
coach,player,afrigter,speler,False,,afrigter
comfortable,pleasant,gemaklik,aangenaam,False,,gemaklik
text,poem,teks,gedig,False,,teks
gambling,poker,dobbelary,pokker,False,,dobbelary
critical,political,krities,politieke,False,,krities
policy,politician,beleid,politikus,False,,beleid
journalism,politics,joernalistiek,die politiek,False,,joernalistiek
status,position,status,posisie,False,,status
chance,possibility,toeval,moontlikheid,False,,toeval
helpless,powerless,hulpeloos,kragloos,False,,hulpeloos
literally,practically,letterlik,prakties,False,,letterlik
prey,predator,prooi,roofdier,False,,prooi
birth,pregnancy,geboorte,swangerskap,False,,geboorte
ready,prepare,gereed,voorberei,False,,gereed
chancellor,president,kanselier,president,False,,kanselier
button,press,knoppie,pers,False,,knoppie
pulse,pressure,pols,druk,False,,pols
value,price,waarde,prys,False,,waarde
monk,priest,monnik,priester,False,,monnik
secondary,primary,sekondêre,primêre,False,,sekondêre
princess,prince,prinses,die prins,False,,prinses
cell,prison,sel,tronk,False,,sel
hostage,prisoner,gyselaar,gevangene,False,,gyselaar
private,privacy,privaat,privaatheid,False,,privaat
nobel,prize,die nobel,prys,False,,die nobel
maybe,probably,miskien,waarskynlik,False,,miskien
capsule,probe,kapsule,sonde,False,,kapsule
trouble,problem,moeilikheid,probleem,False,,moeilikheid
process,procedure,proses,prosedure,False,,proses
create,produce,skep,produksie,False,,skep
brand,product,handelsmerk,produk,False,,handelsmerk
factory,production,fabriek,produksie,False,,fabriek
amateur,professional,amateur,professionele,False,,amateur
dean,professor,dekaan,onderwyser,False,,dekaan
project,program,projek,program,False,,projek
forbidden,prohibit,verbode,verbied,False,,verbode
guarantee,promise,waarborg,belofte,False,,waarborg
evidence,proof,bewyse,bewys,False,,bewyse
lawyer,prosecutor,prokureur,aanklaer,False,,prokureur
rule,protocol,reël,protokol,False,,reël
model,prototype,model,prototipe,False,,model
enable,provide,in staat stel,verskaf,False,,in staat stel
medical,psychological,mediese,sielkundige,False,,mediese
anatomy,psychology,anatomie,sielkunde,False,,anatomie
push,pull,stoot,trek,False,,stoot
insert,put,invoeg,gesit,False,,invoeg
quantity,quality,hoeveelheid,gehalte,False,,hoeveelheid
half,quarter,die helfte,kwartaal,False,,die helfte
slowly,quickly,stadig,vinnig,False,,stadig
fox,rabbit,jakkals,konyn,False,,jakkals
squirrel,raccoon,eekhoring,wasbeer,False,,eekhoring
marathon,race,marathon,ras,False,,marathon
contamination,radiation,besmetting,straling,False,,besmetting
anger,rage,woede,woede,True,irie,irie
kidnapper,ransom,ontvoerder,losprys,False,,ontvoerder
occasionally,rarely,soms,selde,False,,soms
mouse,rat,muis,rotte,False,,muis
generator,reactor,kragopwekker,reaktor,False,,kragopwekker
TRUE,real,waar,werklike,False,,waar
optimistic,realistic,optimisties,realisties,False,,optimisties
actually,really,eintlik,regtig,False,,eintlik
front,rear,voorste,agterste,False,,voorste
fair,reasonable,billik,redelik,False,,billik
just,recently,net,onlangs,False,,net
record,recording,rekord,opname,False,,rekord
increase,reduce,toename,verminder,False,,toename
fresh,refresh,vars,verfris,False,,vars
philosophy,religion,filosofie,godsdiens,False,,filosofie
stay,remain,bly,bly,True,onderdruk,onderdruk
exceptional,remarkable,uitsonderlike,merkwaardig,False,,uitsonderlike
forget,remember,vergeet,onthou,False,,vergeet
eliminate,remove,uitskakel,verwyder,False,,uitskakel
hire,rent,huur,huur,True,handves,handves
fix,repair,regmaak,herstelwerk,False,,regmaak
answer,reply,antwoord,antwoord,True,oplos,oplos
career,reputation,loopbaan,reputasie,False,,loopbaan
demand,request,vraag,versoek,False,,vraag
resistance,resist,weerstand,weerstaan,False,,weerstand
pub,restaurant,kroeg,restaurant,False,,kroeg
back,return,agterkant,terugkeer,False,,agterkant
bonus,reward,bonus,beloning,False,,bonus
poor,rich,arm,ryk,False,,arm
drive,ride,aandrywing,ry,False,,aandrywing
steal,rob,steel,beroof,False,,steel
theft,robbery,diefstal,rooftog,False,,diefstal
dramatic,romantic,dramaties,romanties,False,,dramaties
caesar,rome,die keiser,rome,False,,die keiser
chain,rope,ketting,tou,False,,ketting
turn,rotate,draai,draai,True,ploeg,ploeg
espionage,sabotage,spioenasie,sabotasie,False,,spioenasie
security,safety,sekuriteit,veiligheid,False,,sekuriteit
anchor,sail,anker,seil,False,,anker
pirate,sailor,seerower,seevaarders,False,,seerower
soup,salad,sop,slaai,False,,sop
pension,salary,pensioen,salaris,False,,pensioen
auction,sale,veiling,verkoop,False,,veiling
ninja,samurai,die,samurai,False,,die
mud,sand,modder,sand,False,,modder
radar,satellite,radar,satelliet,False,,radar
cream,sauce,room,sous,False,,room
rescue,save,redding,spaar,False,,redding
hero,savior,die held,die redder,False,,die held
gossip,scandal,gerugte,skandaal,False,,gerugte
tattoo,scar,tatoeëermerk,litteken,False,,tatoeëermerk
calendar,schedule,kalender,skedule,False,,kalender
class,school,klas,skool,False,,klas
technology,science,tegnologie,wetenskap,False,,tegnologie
genius,scientist,genie,wetenskaplike,False,,genie
safe,secure,veilig,veilig,True,rubber,rubber
choose,select,kies,kies,True,verkies,verkies
stubborn,selfish,hardkoppig,selfsugtig,False,,hardkoppig
buy,sell,koop,verkoop,False,,koop
parliament,senate,parlement,die senaat,False,,parlement
governor,senator,goewerneur,senator,False,,goewerneur
bring,send,bring,stuur,False,,bring
delicate,sensitive,delikaat,sensitief,False,,delikaat
word,sentence,woord,sin,False,,woord
speech,sermon,toespraak,preek,False,,toespraak
slave,servant,slaaf,dienskneg,False,,slaaf
refuge,shelter,toevlugsoord,skuiling,False,,toevlugsoord
crew,ship,bemanning,skip,False,,bemanning
boot,shoe,skoen,skoen,True,bring op,stewels
shot,shoot,geskiet,skiet,False,,geskiet
ill,sick,siek,siek,True,siekte,ongesteld
form,sign,vorm,teken,False,,vorm
frequency,signal,frekwensie,sein,False,,frekwensie
stamp,signature,stempel,handtekening,False,,stempel
silent,silence,stil,stilte,False,,stil
golden,silver,goue,silwer,False,,goue
simply,simple,eenvoudig,eenvoudig,True,bloot,bloot
toilet,sink,toilet,sink,False,,toilet
drop,sip,druppel,sluk,False,,druppel
stand,sit,staan,sit,False,,staan
bone,skull,been,skedel,False,,been
rest,sleep,rus,slaap,False,,rus
little,small,klein,klein,True,picayune,picayune
taste,smell,smaak,reuk,False,,smaak
worm,snake,wurm,slang,False,,wurm
shooter,sniper,skieter,sluipskutter,False,,skieter
rain,snow,reën,sneeu,False,,reën
lemonade,soda,limonade,soda,False,,limonade
lunar,solar,maansnelheid,sonkrag,False,,maansnelheid
nothing,something,niks,iets,False,,niks
elsewhere,somewhere,elders,êrens,False,,elders
daughter,son,dogter,seun,False,,dogter
album,song,album,liedjie,False,,album
noise,sound,geraas,klank,False,,geraas
lasagna,spaghetti,lasagne,spaghetti,False,,lasagne
talk,speak,praat,praat,True,praat uit,lesing
expert,specialist,deskundige,spesialis,False,,deskundige
sensational,spectacular,sensasioneel,skouspelagtig,False,,sensasioneel
distance,speed,afstand,spoed,False,,afstand
waste,spend,afval,bestee,False,,afval
soul,spirit,siel,gees,False,,siel
hobby,sport,stokperdjie,sport,False,,stokperdjie
celebrity,star,beroemdheid,ster,False,,beroemdheid
federal,state,federale,staat,False,,federale
comment,statement,kommentaar,verklaring,False,,kommentaar
platform,station,platform,stasie,False,,platform
monument,statue,gedenkteken,standbeeld,False,,gedenkteken
concrete,steel,beton,staal,False,,beton
already,still,reeds,nog steeds,False,,reeds
rock,stone,rots,klip,False,,rots
prevent,stop,voorkom,stop,False,,voorkom
shop,store,winkels,winkels,True,hert,hert
wind,storm,wind,storm,False,,wind
oven,stove,oond,stoof,False,,oond
unusual,strange,ongewoon,vreemd,False,,ongewoon
plan,strategy,planne,strategie,False,,planne
banana,strawberry,piesang,aarbeie,False,,piesang
avenue,street,laan,straat,False,,laan
hit,strike,getref,staking,False,,getref
nap,stroll,slaap,wandeling,False,,slaap
firmly,strongly,stewig,sterk,False,,stewig
pyramid,structure,piramide,struktuur,False,,piramide
research,study,navorsing,studie,False,,navorsing
naïve,stupid,naïef,dom,False,,naïef
madness,stupidity,waansin,dwaasheid,False,,waansin
rhythm,style,ritme,styl,False,,ritme
object,subject,voorwerp,onderwerp,False,,voorwerp
replace,substitute,vervang,plaasvervanger,False,,vervang
manage,succeed,bestuur,suksesvol,False,,bestuur
enough,sufficient,genoeg,voldoende,False,,genoeg
propose,suggest,voorstel,voorstel,True,doel,doel
briefcase,suitcase,aktetas,koffer,False,,aktetas
moon,sun,die maan,sonskyn,False,,die maan
saturday,sunday,saterdag,sondag,False,,saterdag
layer,surface,laag,oppervlak,False,,laag
operate,surgery,bedryf,chirurgiese,False,,bedryf
nickname,surname,bynaam,van,False,,bynaam
live,survive,lewendig,oorleef,False,,lewendig
doubt,suspect,twyfel,verdagte,False,,twyfel
drown,swim,verdrink,swem,False,,verdrink
flag,symbol,vlag,simbool,False,,vlag
symptom,syndrome,simptom,sindroom,False,,simptom
needle,syringe,naald,spuit,False,,naald
network,system,netwerk,stelsel,False,,netwerk
potential,talent,potensiaal,talent,False,,potensiaal
learn,teach,leer,onderrig,False,,leer
student,teacher,student,onderwyser,False,,student
league,team,die liga,span,False,,die liga
method,technique,metode,tegniek,False,,metode
teenage,teenager,tiener,tiener,True,adolessent,adolessent
call,telephone,oproep,telefoon,False,,oproep
radio,television,die radio,televisie,False,,die radio
say,tell,sê,vertel,False,,sê
heat,temperature,hitte,temperatuur,False,,hitte
golf,tennis,gholf,tennis,False,,gholf
experiment,test,eksperiment,toets,False,,eksperiment
witness,testimony,getuie,getuienis,False,,getuie
grateful,thank,dankbaar,dankie,False,,dankbaar
what,that,wat is dit,dat,False,,wat is dit
cinema,theater,die bioskoop,teater,False,,die bioskoop
idea,theory,idee,teorie,False,,idee
here,there,hier,daar,False,,hier
thin,thick,dun,dik,False,,dun
consider,think,oorweeg,dink,False,,oorweeg
hunger,thirst,honger,dors,False,,honger
one,three,n,drie,False,,n
crown,throne,kroon,troon,False,,kroon
finger,thumb,vinger,duim,False,,vinger
lightning,thunder,weerlig,donder,False,,weerlig
bind,tie,bind,koppelvlak,False,,bind
detonator,timer,ontploffer,tydnemer,False,,ontploffer
skin,tissue,vel,weefsel,False,,vel
name,title,naam,titel,False,,naam
potato,tomato,aartappel,tamatie,False,,aartappel
nail,tooth,nael,tand,False,,nael
hurricane,tornado,orkaan,tornado,False,,orkaan
torment,torture,pyniging,marteling,False,,pyniging
blanket,towel,kombers,handdoek,False,,kombers
doll,toy,pop,speelgoed,False,,pop
modern,traditional,moderne,tradisionele,False,,moderne
sad,tragic,hartseer,tragies,False,,hartseer
spy,traitor,spioen,verraaier,False,,spioen
move,transfer,beweeg,oordrag,False,,beweeg
sensor,transmitter,sensor,sender,False,,sensor
therapy,treatment,terapie,behandeling,False,,terapie
bush,tree,bos,boom,False,,bos
hearing,trial,gehoor,verhoor,False,,gehoor
circle,triangle,sirkel,driehoek,False,,sirkel
double,triple,dubbele,drievoudige,False,,dubbele
jeep,truck,die jeep,vragmotor,False,,die jeep
monday,tuesday,maandag,dinsdag,False,,maandag
bridge,tunnel,brug,tonnel,False,,brug
chicken,turkey,hoender,kalkoen,False,,hoender
snail,turtle,slak,skilpad,False,,slak
disgusting,ugly,walglik,lelik,False,,walglik
final,ultimate,finale,uiteindelike,False,,finale
inability,unable,onvermoë,nie in staat,False,,onvermoë
realize,understand,besef,verstaan,False,,besef
suddenly,unexpectedly,skielik,onverwags,False,,skielik
injustice,unfair,onregverdigheid,onregverdig,False,,onregverdigheid
badge,uniform,kenteken,eenvormige,False,,kenteken
special,unique,spesiale,uniek,False,,spesiale
college,university,kollege,universiteit,False,,kollege
anonymous,unknown,anoniem,onbekend,False,,anoniem
uncomfortable,unpleasant,ongemaklik,onaangenaam,False,,ongemaklik
down,up,af,opwaarts,False,,af
lower,upper,laer,boonste,False,,laer
blood,urine,bloed,urine,False,,bloed
apply,use,toepas,gebruik,False,,toepas
ordinary,usual,gewone,gewoonlik,False,,gewone
normally,usually,gewoonlik,gewoonlik,True,algemeen,algemeen
antidote,vaccine,teenmiddel,entstof,False,,teenmiddel
desert,valley,woestyn,vallei,False,,woestyn
zombie,vampire,die zombie,vampier,False,,die zombie
trailer,van,aanhangsel,die bakkie,False,,aanhangsel
cinnamon,vanilla,kaneel,vanille,False,,kaneel
valve,ventilation,klep,ventilasie,False,,klep
mars,venus,mars,venus,False,,mars
check,verify,kontroleer,verifieer,False,,kontroleer
extremely,very,uiters,baie,False,,uiters
dvd,video,dvd,video,False,,dvd
camp,village,kamp,dorpie,False,,kamp
revelation,vision,openbaring,visie,False,,openbaring
protein,vitamin,proteïen,vitamien,False,,proteïen
whiskey,vodka,whiskey,vodka,False,,whiskey
volunteer,voluntarily,vrywilliger,vrywillig,False,,vrywilliger
majority,vote,meerderheid,stem,False,,meerderheid
candidate,voter,kandidaat,kieser,False,,kandidaat
waiter,waitress,kelner,kelnerin,False,,kelner
run,walk,hardloop,loop,False,,hardloop
pocket,wallet,sak,beursie,False,,sak
soldier,warrior,soldaat,krygsman,False,,soldaat
clean,wash,skoon,was,False,,skoon
look,watch,kyk na,kyk,False,,kyk na
sherlock,watson,sherlock,watson,False,,sherlock
strong,weak,sterk,swak,False,,sterk
treasure,wealth,skat,rykdom,False,,skat
pistol,weapon,die,wapen,False,,die
internet,web,die internet,web,False,,die internet
engagement,wedding,verbintenis,troue,False,,verbintenis
month,week,maand,week,False,,maand
daily,weekly,daagliks,weekliks,False,,daagliks
southern,western,suidelike,westelike,False,,suidelike
dry,wet,droog,nat,False,,droog
horn,whistle,horing,fluitjie,False,,horing
narrow,wide,smal,wyd,False,,smal
husband,wife,manlike,vrou,False,,manlike
gain,win,wins,wen,False,,wins
loser,winner,verloorder,wenner,False,,verloorder
summer,winter,somer,winter,False,,somer
cable,wire,kabel,draad,False,,kabel
desire,wish,begeerte,wens,False,,begeerte
curse,witch,vloek,heks,False,,vloek
magic,wizard,towerkuns,towenaar,False,,towerkuns
bear,wolf,beer,die wolf,False,,beer
widow,woman,weduwee,vrou,False,,weduwee
job,work,werk,werk,True,lyn,lyn
farmer,worker,boer,werknemer,False,,boer
international,world,internasionale,die wêreld,False,,internasionale
concern,worry,bekommernis,bekommerd,False,,bekommernis
useless,worthless,nutteloos,waardeloos,False,,nutteloos
deserve,worthy,verdien,waardig,False,,verdien
read,write,lees,skryf,False,,lees
poet,writer,digter,skrywer,False,,digter
reading,writing,lees,skryfwerk,False,,lees
okay,yeah,goed so,ja ek,False,,goed so
red,yellow,rooi,geel,False,,rooi
today,yesterday,vandag,gister,False,,vandag
old,young,ou,jong,False,,ou
area,zone,gebied,sone,False,,gebied
