"language","value","translation"
"es","encárgate","take care of"
"es","enemigo","enemy"
"es","energía","energy"
"es","enero","january"
"es","enfadado","pissed off"
"es","enfermar","sick"
"es","enfermedad","disease"
"es","enfermera","nurse"
"es","enfermería","nursing"
"es","enfermo","ill"
"es","enfoque","focus"
"es","enfrentar","deal"
"es","engaña","deceive"
"es","engañado","cheated"
"es","engañar","scam"
"es","engaño","cheated"
"es","enhorabuena","congratulations"
"es","enlace","link"
"es","enmienda","amendment"
"es","enojado","annoyed"
"es","enojar","anger"
"es","enojo","anger"
"es","enorme","enormous"
"es","enrique","enrique"
"es","ensalada","salad"
"es","ensayar","test"
"es","ensayo","test"
"es","enseña","teach"
"es","enseñado","taught"
"es","enseñar","to teach"
"es","enseño","i teach"
"es","enséñame","teach me"
"es","entender","understand"
"es","entendido","it is understood"
"es","enter","enter"
"es","entera","entire"
"es","enterado","allowed."
"es","enterar","find out"
"es","entere","entire"
"es","entero","whole"
"es","enterrado","buried"
"es","enterrar","bury"
"es","entienda","in shop"
"es","entiende","understands"
"es","entierro","burial"
"es","entorno","environment"
"es","entr","entry"
"es","entra","enters"
"es","entrada","entry"
"es","entrado","entered."
"es","entrar","get in"
"es","entraña","entrails"
"es","entrega","delivery"
"es","entregado","delivered"
"es","entregar","deliver"
"es","entrego","he delivered"
"es","entregue","deliver"
"es","entrenado","trained"
"es","entrenador","coach"
"es","entrenamiento","training"
"es","entrenar","to train"
"es","entrer","enter"
"es","entretenimiento","entertainment"
"es","entrevista","interview"
"es","entro","i enter"
"es","entusiasmo","enthusiasm"
"es","envenenado","poisonous"
"es","enviado","sent"
"es","enviar","send"
"es","envidiar","to envy"
"es","envié","send."
"es","envuelto","wrapped"
"es","envíe","send."
"es","envío","shipping"
"es","epidemia","epidemic"
"es","episodio","episode"
"es","equilibrio","balance"
"es","equipaje","baggage"
"es","equipo","team"
"es","equivoca","mistake"
"es","equivocada","wrong"
"es","equivocado","wrong"
"es","equivocar","mistake"
"es","equivoco","mistaken"
"es","erección","erection"
"es","eric","eric."
"es","erica","erica."
"es","erik","erik."
"es","ernie","ernie."
"es","error","error"
"es","escala","scale"
"es","escalar","climb"
"es","escalera","stairs"
"es","escapa","escape"
"es","escapado","i escaped"
"es","escapar","escape"
"es","escena","scene"
"es","escenario","stage"
"es","esclavitud","slavery"
"es","esclavo","slave"
"es","escocia","scotland"
"es","escocés","scottish"
"es","escoger","choose"
"es","escogido","selected"
"es","escolar","school"
"es","escoltar","escort"
"es","escombro","rubbish"
"es","esconde","hide"
"es","esconder","hide"
"es","escondido","hidden"
"es","escoria","human waste"
"es","escriba","scribe"
"es","escribe","writes"
"es","escribir","to write"
"es","escribo","i write"
"es","escrita","written"
"es","escrito","written"
"es","escritor","writer"
"es","escritorio","desk"
"es","escritura","writing"
"es","escuadrón","squadron"
"es","escucha","listens"
"es","escuchad","listen."
"es","escuchado","listened"
"es","escuchame","listen to me"
"es","escuchar","listen"
"es","escucharte","listen to you"
"es","escuche","i listened"
"es","escuché","listen"
"es","escudo","shield"
"es","escuela","school"
"es","escándalo","scandal"
"es","escáner","scanner"
"es","escúchame","listen to me"
"es","esencia","essence"
"es","esencial","essential"
"es","esfuerzo","effort"
"es","espacial","space"
"es","espacio","space"
"es","espada","sword"
"es","espalda","back"
"es","espaldar","back"
"es","espantoso","frightening"
"es","españa","spain"
"es","español","spanish"
"es","especial","special"
"es","especialidad","specialty"
"es","especialista","specialist"
"es","especialmente","especially"
"es","especie","species"
"es","espectacular","spectacular"
"es","espectador","viewer"
"es","espectro","spectrum"
"es","espectáculo","show"
"es","específicamente","specifically"
"es","específico","specific"
"es","espejo","mirror"
"es","esper","speed"
"es","espera","waiting"
"es","esperaba","i expected"
"es","esperad","wait"
"es","esperado","expected"
"es","esperanza","hope"
"es","esperar","expect"
"es","esperándote","waiting for you"
"es","espiar","to spy"
"es","espionaje","espionage"
"es","espiritual","spiritual"
"es","esposa","wife"
"es","esposo","husband"
"es","espumar","foam"
"es","espérame","wait for me"
"es","espía","spy"
"es","espíritu","spirit"
"es","espíritus","spirits"
"es","esqueleto","skeleton"
"es","esquina","corner"
"es","est","its t"
"es","estable","stable"
"es","establecer","establish"
"es","establecido","settled down"
"es","establo","barn"
"es","estacionamiento","parking lot"
"es","estación","station"
"es","estadio","stadium"
"es","estadounidense","u.s"
"es","estadístico","statistical"
"es","estafa","swindle"
"es","estafador","swindler"
"es","estallar","burst"
"es","estancia","stay"
"es","estatal","state"
"es","estate","estate"
"es","estatua","statue"
"es","estelar","stellar"
"es","esther","esther"
"es","estilo","style"
"es","estimado","estimate"
"es","estimar","estimate"
"es","estrado","dais"
"es","estrategia","strategy"
"es","estrecho","close"
"es","estrella","star"
"es","estrellar","star"
"es","estreno","premiere"
"es","estrictamente","strictly"
"es","estropeado","spoiled"
"es","estructura","structure"
"es","estrés","stress"
"es","estudiado","studied"
"es","estudiante","student"
"es","estudiar","to study"
"es","estudio","study"
"es","estudié","studied"
"es","estupenda","great"
"es","estupidez","stupidity"
"es","estupido","stupid"
"es","estándar","standard"
"es","estómago","stomach"
"es","estúpida","stupid"
"es","estúpido","stupid"
"es","etapa","stage"
"es","eternamente","eternally"
"es","eternidad","eternity"
"es","eterno","eternal"
"es","etiqueta","label"
"es","eugene","eugene."
"es","euro","euro"
"es","evacuación","evacuation"
"es","evacuar","evacuate"
"es","evaluación","evaluation"
"es","evan","evan."
"es","evar","evar."
"es","eve","eve"
"es","evento","event"
"es","eventualmente","eventually"
"es","evidencia","evidence"
"es","evidente","evident"
"es","evidentemente","evidently"
"es","evitar","to avoid"
"es","evo","evo."
"es","evolución","evolution"
"es","exacta","exact"
"es","exactamente","exactly"
"es","exacto","exactly"
"es","examen","exam"
"es","examinar","examine"
"es","excelencia","excellence"
"es","excelente","excellent"
"es","excepcional","exceptional"
"es","excepción","exception"
"es","exceso","excess"
"es","exclusiva","exclusive"
"es","excursión","excursion"
"es","excusa","excuse"
"es","exhibición","display"
"es","exigir","demand"
"es","exijo","exhibition"
"es","exilio","exile"
"es","existencia","existence"
"es","existido","existed"
"es","existir","exist"
"es","exitoso","successful"
"es","expectativa","expectation"
"es","expedición","expedition"
"es","expediente","proceedings"
"es","experiencia","experience"
"es","experimentado","experienced"
"es","experimentar","to experience"
"es","experimento","experiment"
"es","experto","expert"
"es","explicación","explanation"
"es","explicado","explained"
"es","explicar","explain"
"es","explico","i explain."
"es","explique","explain"
"es","exploración","exploration"
"es","explorador","explorer"
"es","explorar","to explore"
"es","explosivo","explosive"
"es","explosión","explosion"
"es","explotar","exploit"
"es","exponer","expose"
"es","exposición","exposition"
"es","expresar","express"
"es","expresión","expression"
"es","expreso","express"
"es","expuesto","exposed"
"es","expulsado","expelled"
"es","extender","to extend"
"es","extensión","extension"
"es","exterior","exterior"
"es","extinción","extinction"
"es","extra","extra"
"es","extracción","extraction"
"es","extraer","extract"
"es","extranjera","foreigner"
"es","extranjero","foreign"
"es","extraordinario","extraordinary"
"es","extraterrestre","alien"
"es","extraña","strange"
"es","extrañar","to miss"
"es","extraño","strange"
"es","extremadamente","extremely"
"es","extremo","extreme"
"es","exámen","exam"
"es","fabuloso","fabulous"
"es","facebook","facebook"
"es","facial","facial"
"es","facil","easy"
"es","facilidad","ease"
"es","factor","factor"
"es","factura","invoice"
"es","facultad","faculty"
"es","falda","skirt"
"es","falla","failure"
"es","fallado","failed."
"es","fallar","fail"
"es","fallecer","die"
"es","fallecido","passed away"
"es","fallo","failure"
"es","falsa","false"
"es","falso","fake"
"es","faltar","lack"
"es","fama","fame"
"es","familia","family"
"es","familiar","family"
"es","familiarizado","acquainted"
"es","famoso","famous"
"es","fan","fan"
"es","fantasma","ghost"
"es","fantasía","fantasy"
"es","fantástico","fantastic"
"es","fanático","fanatic"
"es","farmacia","pharmacy"
"es","faro","lighthouse"
"es","fascinante","fascinating"
"es","fase","phase"
"es","fatal","fatal"
"es","favor","favor"
"es","favorita","favorite"
"es","favorito","favorite"
"es","fax","fax"
"es","fbi","fbi."
"es","fea","ugly"
"es","febrero","february"
"es","fecha","date"
"es","federación","federation"
"es","federal","federal"
"es","felicidad","happiness"
"es","felicitación","congratulations"
"es","feliz","happy"
"es","felizmente","happily"
"es","femenino","feminine"
"es","fenómeno","phenomenon"
"es","feo","ugly"
"es","feria","fair"
"es","feroz","fierce"
"es","ferrari","ferrari."
"es","ferrocarril","railway"
"es","ferry","ferry"
"es","festival","festival"
"es","fianza","bail"
"es","fibra","fiber"
"es","ficción","fiction"
"es","ficha","file"
"es","fideo","noodle"
"es","fiebre","fever"
"es","fiel","faithful"
"es","fiesta","party"
"es","figura","figure"
"es","fijamente","fixedly"
"es","fijar","pin up"
"es","fijo","permanent"
"es","fila","row"
"es","filadelfia","philadelphia"
"es","film","film"
"es","filmación","shooting"
"es","filmar","to film"
"es","filme","film"
"es","filosofía","philosophy"
"es","finalmente","finally"
"es","financiero","financial"
"es","finanzas","finance"
"es","finca","farm"
"es","finge","finge."
"es","fingir","pretend"
"es","finn","finn"
"es","fino","fine"
"es","firma","firm"
"es","firmado","signed"
"es","firmar","sign"
"es","firme","firm"
"es","fiscal","fiscal"
"es","fiscalía","prosecution"
"es","fisher","fisher"
"es","fitz","fitz."
"es","flaco","thin"
"es","flash","flash"
"es","flecha","arrow"
"es","fletcher","fletcher."
"es","flor","flower"
"es","florencia","florence"
"es","florido","flowery"
"es","flota","fleet"
"es","flotar","float up"
"es","fluido","fluid"
"es","flujo","flow"
"es","follar","fuck"
"es","fondo","bottom"
"es","font","font."
"es","ford","ford."
"es","forense","forensic"
"es","forma","shape"
"es","formación","training"
"es","formado","formed"
"es","formal","formal"
"es","formar","to form"
"es","formulario","form"
"es","fort","fort"
"es","fortaleza","strength"
"es","fortuna","fortune"
"es","forzado","forced"
"es","forzar","force"
"es","foster","foster."
"es","foto","photo"
"es","fotografía","photography"
"es","fotógrafo","photographer"
"es","fox","fox"
"es","fracasado","failed"
"es","fracaso","failure"
"es","fractura","fracture"
"es","fragmento","fragment"
"es","francamente","frankly"
"es","frances","french"
"es","franci","franci"
"es","francia","france"
"es","francisco","francisco"
"es","franco","frank"
"es","francotirador","sniper"
"es","francés","french"
"es","frank","frank."
"es","frankie","frankie."
"es","frasco","jar"
"es","frase","sentence"
"es","fraternidad","fraternity"
"es","fraude","fraud"
"es","frecuencia","frequency"
"es","fred","fred."
"es","freddie","freddie."
"es","freddy","freddy"
"es","freno","brake"
"es","fresca","fresh"
"es","fresco","cool"
"es","frijol","beans"
"es","frio","cold"
"es","frita","frit"
"es","frito","fried"
"es","frontal","frontal"
"es","frontera","border"
"es","fruta","fruit"
"es","fruto","fruit"
"es","frágil","fragile"
"es","frío","cold"
"es","fuego","fire"
"es","fuente","source"
"es","fuerte","strong"
"es","fuertemente","strongly"
"es","fuerza","strength"
"es","fuga","leakage"
"es","fugitivo","fugitive"
"es","fuma","smoke"
"es","fumar","to smoke"
"es","funcionado","functional"
"es","funcionamiento","functioning"
"es","funcionar","function"
"es","funcionario","official"
"es","función","function"
"es","fundación","foundation"
"es","fundamental","fundamental"
"es","funeral","funeral"
"es","funerario","funeral"
"es","furgoneta","van"
"es","furia","fury"
"es","furioso","furious"
"es","fusión","fusion"
"es","futbol","soccer"
"es","futuro","future"
"es","fué","it was"
"es","fuí","i went"
"es","fábrica","factory"
"es","fácil","easy"
"es","fácilmente","easily"
"es","físicamente","physically"
"es","físico","physical"
"es","fórmula","formula"
"es","fútbol","soccer"
"es","führer","führer."
"es","gaber","gaber"
"es","gabriel","gabriel"
"es","gafas","glasses"
"es","gail","gail."
"es","gala","gala"
"es","galaxia","galaxy"
"es","galería","gallery"
"es","galleta","cracker"
"es","gallina","chicken"
"es","gallo","rooster"
"es","gana","win"
"es","ganado","won"
"es","ganador","winner"
"es","ganadora","winner"
"es","ganancia","gain"
"es","ganar","to win"
"es","gancho","hook"
"es","gano","won"
"es","garaje","garage"
"es","garantizar","to guarantee"
"es","garantizo","guarantee"
"es","garantía","warranty"
"es","garcer","garcer."
"es","gardner","gardner."
"es","garganta","throat"
"es","garra","claw"
"es","garrett","garrett."
"es","gary","gary."
"es","gas","gas"
"es","gasolina","gasoline"
"es","gastado","spent"
"es","gastar","spend"
"es","gasto","spending"
"es","gate","gate"
"es","gatillo","trigger"
"es","gatito","little cat"
"es","gato","cat"
"es","gay","gay"
"es","gelatina","jelly"
"es","gemela","twin"
"es","gemelo","twin"
"es","gen","gen."
"es","gene","gene"
"es","generación","generation"
"es","generador","generator"
"es","generalmente","generally"
"es","generosidad","generosity"
"es","generoso","generous"
"es","genial","brilliant"
"es","genio","genius"
"es","gente","people"
"es","gentil","gentile"
"es","genético","genetic"
"es","georgia","georgia"
"es","gerald","gerald."
"es","gerente","manager"
"es","gesto","gesture"
"es","get","get."
"es","gibbs","gibbs."
"es","gide","gide."
"es","gigante","giant"
"es","gil","gil."
"es","gilbert","gilbert."
"es","gilipolla","gilipolla."
"es","gimnasia","gymnastics"
"es","gimnasio","gym"
"es","ginebra","geneva"
"es","ginger","ginger"
"es","gira","tour"
"es","girar","to turn"
"es","girl","girl."
"es","giro","turn"
"es","glar","glar."
"es","global","global"
"es","globo","balloon"
"es","gloria","glory"
"es","glorioso","glorious"
"es","goa","goa."
"es","gobernador","governor"
"es","gobernar","govern"
"es","gobierno","government"
"es","going","going"
"es","gol","goal"
"es","gold","gold."
"es","golf","golf"
"es","golfo","gulf"
"es","golpe","knock"
"es","golpear","beat"
"es","golpeo","hit"
"es","goma","rubber"
"es","gonna","gonna."
"es","good","good."
"es","gordo","fat"
"es","gordon","gordon."
"es","gorila","gorilla"
"es","gorra","cap"
"es","gorro","hat"
"es","got","got."
"es","gota","drop"
"es","gps","gps."
"es","grabación","recording"
"es","grabado","recorded"
"es","grabar","record"
"es","gracia","funny"
"es","gracioso","funny"
"es","grado","degree"
"es","graduación","graduation"
"es","gramo","gram"
"es","granada","grenade"
"es","grand","grand."
"es","grande","big"
"es","grandeza","greatness"
"es","grandioso","magnificent"
"es","granero","barn"
"es","granja","farm"
"es","granjero","farmer"
"es","grano","grain"
"es","grant","grant."
"es","grasa","fat"
"es","gratis","free"
"es","gratitud","gratitude"
"es","grave","serious"
"es","gravedad","gravity"
"es","gray","gray."
"es","grecia","greece"
"es","greer","greer"
"es","greg","greg"
"es","gregory","gregory"
"es","grey","flock"
"es","griego","greek"
"es","grieta","crack"
"es","gripe","flu"
"es","gris","gray"
"es","grita","shouts"
"es","gritar","shout out"
"es","grito","scream"
"es","grosero","rude"
"es","grupo","group"
"es","guante","glove"
"es","guapa","beautiful"
"es","guapo","handsome"
"es","guarda","guard"
"es","guardado","saved"
"es","guardaespalda","bodyguard"
"es","guardar","save"
"es","guardería","kindergarten"
"es","guardia","guard"
"es","guardian","guardian"
"es","guardián","guardian"
"es","guardo","guardaro."
"es","guau","wow"
"es","guay","guay."
"es","guerra","war"
"es","guerrero","warrior"
"es","guitarra","guitar"
"es","guión","screenplay"
"es","gusano","worm"
"es","gusta","like"
"es","gustado","like it"
"es","gustar","like"
"es","gustara","like it"
"es","gusto","taste"
"es","guy","guy."
"es","guía","guide"
"es","género","gender"
"es","habilidad","ability"
"es","habitacion","room"
"es","habitación","bedroom"
"es","habitante","habitant"
"es","habitual","habitual"
"es","hablaba","she spoke"
"es","hablado","spoken"
"es","hablar","talk"
"es","hablarte","talk to you"
"es","hable","i talked"
"es","habler","talker"
"es","hablo","talked"
"es","habr","habr"
"es","habra","there will be"
"es","habria","there would be"
"es","haced","do"
"es","hacha","axe"
"es","hacienda","tax authorities"
"es","haciéndo","doing"
"es","hacéis","do"
"es","hacía","toward"
"es","had","had."
"es","hada","fairy"
"es","haga","make"
"es","hal","hal."
"es","halcón","hawk"
"es","haley","haley."
"es","hallado","founded."
"es","hallar","find"
"es","hambre","hunger"
"es","hambriento","hungry"
"es","hamburguesa","hamburger"
"es","hamilton","hamilton."
"es","hank","hank."
"es","hanna","hanna."
"es","hans","hans."
"es","happy","happy"
"es","har","do"
"es","hare","i will do"
"es","harina","flour"
"es","harold","harold."
"es","harriet","harriet."
"es","harris","harris."
"es","harry","harry."
"es","harto","fed up"
"es","harvard","harvard."
"es","harvey","harvey."
"es","harás","you will do"
"es","haría","would do"
"es","hasting","hasting"
"es","have","have"
"es","hayes","there is"
"es","haz","make"
"es","hazle","make her"
"es","hazlo","do it"
"es","hazme","make me."
"es","hazte","make yourself"
"es","heather","heather"
"es","hector","hector"
"es","heer","heer"
"es","helado","ice cream"
"es","helen","helen."
"es","heleno","hellene"
"es","helicóptero","helicopter"
"es","hembra","female"
"es","hemorragia","hemorrhage"
"es","henderson","henderson"
"es","henry","henry"
"es","her","her."
"es","heredero","inheritor"
"es","herencia","inheritance"
"es","herida","wound"
"es","herido","injured"
"es","herir","hurt"
"es","herman","herman"
"es","hermana","sister"
"es","hermandad","brotherhood"
"es","hermanita","sister"
"es","hermanito","little brother"
"es","hermano","brother"
"es","hermosa","beautifull"
"es","hermoso","handsome"
"es","heroína","heroin"
"es","herr","herr."
"es","herramienta","tool"
"es","hey","hey"
"es","hiciera","do"
"es","hielo","ice"
"es","hierba","herb"
"es","hierro","iron"
"es","hija","daughter"
"es","hijo","child"
"es","hill","hill."
"es","hilo","thread"
"es","him","him"
"es","hipoteca","mortgage"
"es","hipócrita","hypocrite"
"es","hipótesis","hypothesis"
"es","his","his."
"es","historia","history"
"es","historial","record"
"es","histórico","historical"
"es","hitler","hitler"
"es","hmm","hmm"
"es","hockey","hockey"
"es","hogar","home"
"es","hoguera","bonfire"
"es","hoja","leaf"
"es","hola","hello there"
"es","holer","heller."
"es","holly","holly"
"es","hollywood","hollywood"
"es","holme","holme"
"es","hombre","man"
"es","hombrecito","little man"
"es","hombro","shoulder"
"es","homenaje","tribute"
"es","homero","homer"
"es","homicidio","homicide"
"es","homicido","homicidal"
"es","homosexual","homosexual"
"es","hondo","deep"
"es","honestamente","honestly"
"es","honestidad","honesty"
"es","honesto","honest"
"es","hong","hong"
"es","hongo","fungus"
"es","honor","honor"
"es","honorable","honorable"
"es","honrado","honored"
"es","honrar","honor"
"es","hood","hood"
"es","hope","hope"
"es","hora","hour"
"es","horario","schedule"
"es","horizonte","horizon"
"es","hormiga","ant"
"es","hormona","hormone"
"es","horno","kiln"
"es","horrible","horrible"
"es","horror","horror"
"es","hospital","hospital"
"es","hospitalidad","hospitality"
"es","hostil","hostile"
"es","hot","hot."
"es","hotel","hotel"
"es","houston","houston"
"es","how","how."
"es","howard","howard."
"es","hoyo","hole"
"es","hueco","gap"
"es","huel","sister"
"es","huelga","strike"
"es","huella","paw print"
"es","huelo","smell"
"es","hueso","bone"
"es","huevo","egg"
"es","hughes","hughes."
"es","hugo","hugo"
"es","huido","fled"
"es","huir","run away"
"es","hulk","hulk"
"es","humanidad","humanity"
"es","humano","human"
"es","humedad","humidity"
"es","humilde","humble"
"es","humillación","humiliation"
"es","humo","smoke"
"es","humor","humor"
"es","hunt","hunt."
"es","hunter","hunter."
"es","huracán","hurricane"
"es","huérfano","orphan"
"es","huésped","guest"
"es","hyung","hyung."
"es","hábil","skilled"
"es","hábito","habit"
"es","háblame","tell me"
"es","hágalo","hang it"
"es","héctor","hector"
"es","héroe","hero"
"es","hígado","liver"
"es","húmedo","damp"
"es","iar","iar."
"es","iba","i was going"
"es","ibar","ibar."
"es","ida","going"
"es","idea","idea"
"es","ideal","ideal"
"es","identidad","identity"
"es","identificación","id"
"es","identificado","identified"
"es","identificar","identify"
"es","idioma","idiom"
"es","idiota","moron"
"es","iglesia","church"
"es","ignorancia","ignorance"
"es","ignorante","ignorant"
"es","ignorar","ignore"
"es","igualdad","equality"
"es","igualmente","you too"
"es","ilegal","illegal"
"es","ilegalmente","illegally"
"es","illinois","illinois"
"es","iluminación","illumination"
"es","ilusión","delusion"
"es","imagen","image"
"es","imagina","imagine"
"es","imaginación","imagination"
"es","imaginado","imagined"
"es","imaginar","imagine"
"es","imagine","imagine"
"es","imagino","i imagine"
"es","imaginé","i imagined"
"es","imagínate","go figure"
"es","imbécil","fool"
"es","imitación","imitation"
"es","impaciente","impatient"
"es","impacto","impact"
"es","impedir","prevent"
"es","imperial","imperial"
"es","imperio","empire"
"es","implicado","involved"
"es","implicar","to imply"
"es","importancia","importance"
"es","importante","important"
"es","importar","to import"
"es","importara","importa."
"es","importe","amount"
"es","imposible","impossible"
"es","impresionado","impressed"
"es","impresionante","awesome"
"es","impresionar","impress"
"es","impresión","print"
"es","imprudente","unwise"
"es","impuesto","tax"
"es","impulso","impulse"
"es","inapropiado","inappropriate"
"es","inauguración","opening"
"es","incapaz","be unable"
"es","incendio","fire"
"es","incidente","incident"
"es","incluido","included"
"es","incluir","include"
"es","inconsciente","unconscious"
"es","inconveniente","inconvenient"
"es","incorrecto","incorrect"
"es","increible","incredible"
"es","increíble","amazing"
"es","increíblemente","incredibly"
"es","incumbencia","incumbency"
"es","incómoda","uncomfortable"
"es","incómodo","uncomfortable"
"es","independencia","independence"
"es","independiente","independent"
"es","india","india"
"es","indiano","indiano."
"es","indicar","indicate"
"es","indio","indian"
"es","individual","individual"
"es","individuo","individual"
"es","industria","industry"
"es","industrial","industrial"
"es","inesperado","unexpected"
"es","inestable","unstable"
"es","inevitable","inevitable"
"es","infancia","childhood"
"es","infantería","infantry"
"es","infantil","childish"
"es","infarto","heart attack"
"es","infección","infection"
"es","infectado","infected"
"es","infeliz","unhappy"
"es","inferior","lower"
"es","infernal","infernal"
"es","infiel","unfaithful"
"es","infierno","hell"
"es","infinito","infinite"
"es","influencia","influence"
"es","informacion","information"
"es","información","information"
"es","informado","informed"
"es","informante","informant"
"es","informar","report"
"es","informe","report"
"es","ingeniero","engineer"
"es","ingeniería","engineering"
"es","ingenio","ingenuity"
"es","ingenioso","witty"
"es","ingenuo","naive"
"es","inglaterra","england"
"es","inglés","english"
"es","ingrediente","ingredient"
"es","ingresar","enterokay"
"es","ingreso","entry"
"es","inicial","initial"
"es","iniciar","start"
"es","inicio","beginning"
"es","injusto","unfair"
"es","inmediata","immediate"
"es","inmediatamente","immediately"
"es","inmediato","righ now"
"es","inmigración","immigration"
"es","inminente","imminent"
"es","inmortal","immortal"
"es","inmunidad","immunity"
"es","inocencia","innocence"
"es","inocente","innocent"
"es","inodoro","lavatory"
"es","insecto","insect"
"es","insensible","insensitive"
"es","insignia","badge"
"es","insignificante","insignificant"
"es","insistir","insist"
"es","insoportable","unbearable"
"es","inspección","inspection"
"es","inspector","inspector"
"es","inspiración","inspiration"
"es","instalación","installation"
"es","instante","instant"
"es","instinto","instinct"
"es","institución","institution"
"es","instituto","institute"
"es","instrucción","instruction"
"es","instrumento","instrument"
"es","insulto","insult"
"es","integridad","integrity"
"es","intelectual","intellectual"
"es","inteligencia","intelligence"
"es","inteligente","intelligent"
"es","intención","intention"
"es","intensa","intense"
"es","intenso","intense"
"es","intentado","tried."
"es","intente","intente"
"es","intercambiar","to exchange"
"es","intercambio","exchange"
"es","interesado","interested"
"es","interesante","interesting"
"es","interesar","interest"
"es","interferencia","interference"
"es","interferir","interfere"
"es","interior","inside"
"es","internacional","international"
"es","internado","internship"
"es","internar","intern"
"es","internet","internet"
"es","interno","internal"
"es","interpretación","interpretation"
"es","interpretar","interpret"
"es","interrogar","question"
"es","interrogatorio","interrogation"
"es","interrumpir","interrupt"
"es","interruptor","switch"
"es","intervención","intervention"
"es","intervenir","to intervene"
"es","interés","interest"
"es","intimidad","privacy"
"es","intruso","intruder"
"es","inténtalo","try it"
"es","inusual","unusual"
"es","invasión","invasion"
"es","inventar","invent"
"es","inventario","inventory"
"es","invento","invention"
"es","inversión","investment"
"es","invertido","invested"
"es","invertir","to invest"
"es","investigación","investigation"
"es","investigado","investigated"
"es","investigador","investigator"
"es","investigar","investigate"
"es","invierno","winter"
"es","invisible","invisible"
"es","invitación","invitation"
"es","invitado","invited"
"es","invitar","invite"
"es","invitarse","invite"
"es","invito","invite"
"es","invité","i invited"
"es","involucrada","involved"
"es","involucrado","involved"
"es","inyección","injection"
"es","inútil","useless"
"es","irak","iraq"
"es","irene","irene."
"es","irlandés","irish"
"es","irme","go"
"es","irno","irono."
"es","ironía","irony"
"es","irresponsable","irresponsible"
"es","irás","you will go"
"es","iría","would go"
"es","irónico","ironic"
"es","isaac","isaac"
"es","isabel","isabel"
"es","isla","island"
"es","israel","israel"
"es","italia","italy"
"es","italiano","italian"
"es","ivar","ivar."
"es","ivy","ivy."
"es","iván","ivan"
"es","izquierda","left"
"es","izquierdo","left"
"es","jabón","soap"
"es","jack","jack"
"es","jackie","jackie."
"es","jacob","jacob"
"es","jacque","jacque."
"es","jake","jake"
"es","jama","jama"
"es","jame","jame."
"es","jamie","jamie."
"es","jamás","never"
"es","jamón","ham"
"es","janet","janet"
"es","jang","jang."
"es","japonés","japanese"
"es","japón","japan"
"es","jar","jar"
"es","jardinero","gardener"
"es","jardín","yard"
"es","jared","jared"
"es","jaula","cage"
"es","jay","jay."
"es","jazz","jazz"
"es","jeep","jeep"
"es","jefa","boss"
"es","jefe","boss"
"es","jeff","jeff"
"es","jefferson","jefferson."
"es","jeffrey","jeffrey"
"es","jenkins","jenkins."
"es","jenna","jenna."
"es","jennifer","jennifer"
"es","jenny","jenny."
"es","jeremy","jeremy"
"es","jerry","jerry."
"es","jersey","sweater"
"es","jerusalén","jerusalem"
"es","jess","jess."
"es","jesse","jesse"
"es","jessica","jessica"
"es","jessie","jessie."
"es","jesucristo","jesus christ"
"es","jesús","jesus"
"es","jill","jill."
"es","jim","jim."
"es","jimmy","jimmy"
"es","joda","joda."
"es","joder","fuck"
"es","jodidamente","fuckingly"
"es","jodido","fucking"
"es","joe","joe."
"es","joel","joel"
"es","joey","joey"
"es","john","john."
"es","johnny","johnny."
"es","johnson","johnson."
"es","jona","jona"
"es","joo","joo."
"es","jornada","working day"
"es","josé","joseph"
"es","joven","young man"
"es","jovencito","youngster"
"es","joya","jewel"
"es","joyería","jeweler's"
"es","judicial","judicial"
"es","judy","judy"
"es","judío","jewish"
"es","juega","play"
"es","juegan","they play"
"es","juego","play"
"es","juegue","play"
"es","juez","judge"
"es","jugaba","i played"
"es","jugada","move"
"es","jugador","player"
"es","jugar","play"
"es","jugo","juice"
"es","juguete","toy"
"es","juicio","judgment"
"es","jule","jule."
"es","julia","julia."
"es","juliar","juliar"
"es","julie","julie."
"es","juliette","juliette."
"es","jungla","jungle"
"es","junio","june"
"es","junior","junior"
"es","juntar","put together"
"es","jura","jura"
"es","jurado","jury"
"es","juramento","oath"
"es","jurar","swear"
"es","jurisdicción","jurisdiction"
"es","juro","juro."
"es","just","just."
"es","justamente","justly"
"es","justar","joust"
"es","justicia","justice"
"es","justificar","justify"
"es","justo","just"
"es","juvenil","youth"
"es","juventud","youth"
"es","juzgado","court"
"es","juzgar","judge"
"es","jón","jon"
"es","júpiter","jupiter"
"es","kanar","kanar."
"es","kara","kara."
"es","karl","karl."
"es","kat","kat"
"es","kate","kate."
"es","katherine","katherine."
"es","kathy","kathy."
"es","katie","katie."
"es","kay","kay."
"es","keller","keller."
"es","kelly","kelly."
"es","kennedy","kennedy."
"es","kenny","kenny."
"es","ker","ker."
"es","khar","khar."
"es","kid","kid"
"es","kilo","kilo"
"es","kilómetro","kilometer"
"es","kim","kim."
"es","kirk","kirk."
"es","kit","kit."
"es","kitty","kitty."
"es","kling","kling"
"es","know","know"
"es","kong","kong."
"es","kung","kung"
"es","kurt","kurt."
"es","kyle","kyle"
"es","laberinto","labyrinth"
"es","labial","lip"
"es","labios","lips"
"es","labor","work"
"es","laboral","labor"
"es","laboratorio","laboratory"
"es","lacey","lacey."
"es","ladrillo","brick"
"es","ladrón","thief"
"es","lady","lady."
"es","lago","lake"
