word_id,word_german,word_english,pos,semantic_category,valence_M,valence_SE,valence_SD,valence_N,arousal_M,arousal_SE,arousal_SD,arousal_N,potency_M,potency_SE,potency_SD,potency_N,authority_M,authority_SE,authority_SD,authority_N,community_M,community_SE,community_SD,community_N,Cluster,freq_LEIPZIG,freq_SUBTLEX,freq_CELEX,orth_N_CELEX,orth_N_SUM_CELEX,FHN_CELEX,freq_DLEX_abs,freq_DLEX_norm,orth_N_DLEX,orth_N_SUM_DLEX,FHN_DLEX,freq_Zipf,syllables,letters
216,Einzelkind,singleton,noun,identity,4.594,0.228,1.292,32,5.719,0.169,0.958,32,4.719,0.288,1.631,32,5.250,0.144,0.577,16,3.063,0.322,1.289,16,7,0.396,1.730,0.000,0,0.000,0,1.301,-0.786,0,0.000,0,2.312,3,10
217,einzeln,single,adjective,characterization,4.944,0.191,1.145,36,5.278,0.202,1.210,36,4.583,0.259,1.556,36,5.600,0.273,1.056,15,2.467,0.435,1.685,15,7,7.604,4.450,286.000,0,0.000,0,3.212,1.124,2,1.748,0,4.202,2,7
218,eiskalt,ice cold,adjective,characterization,3.059,0.298,1.740,34,6.029,0.262,1.527,34,6.697,0.318,1.828,33,6.348,0.240,1.152,23,3.435,0.250,1.199,23,6,2.563,7.010,6.000,0,0.000,0,2.301,0.214,1,1.342,0,3.293,2,7
219,eitel,peacocky,adjective,characterization,3.500,0.227,1.202,28,5.407,0.234,1.217,27,5.148,0.345,1.791,27,5.909,0.236,1.109,22,2.545,0.215,1.011,22,6,2.500,1.730,5.000,3,90.333,2,2.719,0.631,9,3.844,1,3.709,2,5
220,elegant,elegant,adjective,characterization,6.571,0.264,1.399,28,4.643,0.314,1.660,28,5.607,0.279,1.474,28,5.167,0.187,0.917,24,3.500,0.233,1.142,24,5,7.292,6.650,20.167,2,13.333,0,2.907,0.820,5,1.903,0,3.898,3,7
221,Elektriker,electrician,noun,identity,5.146,0.162,1.038,41,5.073,0.186,1.191,41,4.846,0.189,1.182,39,5.231,0.281,1.013,13,4.615,0.290,1.044,13,7,1.958,2.600,6.500,0,0.000,0,2.009,-0.079,1,0.301,0,3.003,4,10
222,elitär,elite,adjective,characterization,3.514,0.247,1.502,37,5.919,0.243,1.479,37,6.054,0.251,1.527,37,7.960,0.147,0.735,25,4.080,0.516,2.581,25,2,0.917,0.160,0.333,0,0.000,0,1.322,-0.765,0,0.000,0,2.333,3,6
223,Elite,elite,noun,identity,4.686,0.306,1.811,35,5.629,0.272,1.610,35,6.971,0.237,1.403,35,6.789,0.505,2.200,19,3.737,0.561,2.446,19,1,9.375,2.480,5.333,0,0.000,0,2.679,0.592,9,2.292,0,3.670,3,5
224,Eltern,parents,noun,identity,6.571,0.316,1.867,35,3.971,0.349,2.065,35,6.457,0.251,1.482,35,5.345,0.319,1.717,29,6.276,0.336,1.811,29,3,158.208,161.420,0.000,4,3.000,4,4.014,1.926,19,2.777,0,5.004,2,6
225,Emotion,emotion,noun,abstract,6.900,0.260,1.423,30,6.500,0.383,2.097,30,7.433,0.233,1.278,30,4.591,0.313,1.469,22,4.000,0.416,1.952,22,5,1.979,0.000,3.000,0,0.000,0,1.949,-0.138,2,0.778,0,2.944,4,7
226,energisch,vigorous,adjective,characterization,5.818,0.226,1.498,44,6.837,0.237,1.557,43,6.977,0.143,0.938,43,6.217,0.274,1.313,23,4.217,0.288,1.380,23,5,8.167,0.940,35.833,0,0.000,0,3.204,1.117,1,1.477,0,4.195,3,9
227,eng Vertrauter*,close confident,noun,identity,7.265,0.221,1.286,34,2.647,0.267,1.555,34,6.412,0.293,1.708,34,3.500,0.447,1.789,16,5.125,0.523,2.094,16,3,3.917,0.830,0.000,0,0.000,0,2.155,0.068,4,2.683,2,3.148,4,10
228,entlassen,to fire,verb,behavior,3.194,0.386,2.151,31,6.645,0.234,1.305,31,5.742,0.365,2.033,31,6.625,0.254,1.245,24,4.417,0.318,1.558,24,6,39.833,29.610,36.667,2,10.333,0,3.448,1.361,4,2.585,0,4.439,3,9
229,entmachtet,deprived of power,adjective,characterization,4.000,0.314,1.690,29,5.793,0.356,1.916,29,4.241,0.390,2.099,29,5.111,0.873,2.619,9,6.333,0.764,2.291,9,8,1.646,0.470,0.000,0,0.000,0,1.690,-0.397,1,1.342,0,2.689,3,10
230,entscheiden,to decide,verb,behavior,5.909,0.309,1.774,33,5.970,0.284,1.630,33,6.879,0.212,1.219,33,5.571,0.500,1.869,14,4.286,0.438,1.637,14,5,101.563,57.990,159.500,0,0.000,0,3.657,1.570,2,3.278,0,4.648,3,11
231,enttäuscht,disappointed,adjective,characterization,2.769,0.193,1.202,39,6.205,0.205,1.281,39,4.513,0.346,2.163,39,5.375,0.179,0.875,24,4.167,0.322,1.579,24,8,32.375,28.470,0.000,0,0.000,0,3.236,1.148,3,1.903,0,4.226,2,10
232,Erbe,heritage,noun,abstract,5.848,0.185,1.064,33,4.848,0.289,1.661,33,5.636,0.225,1.295,33,5.364,0.291,1.364,22,4.727,0.442,2.074,22,7,16.583,8.860,26.500,4,193.500,1,3.254,1.167,26,4.192,1,4.245,2,4
233,erfahren sein*,to be experienced,verb,behavior,7.395,0.171,1.054,38,3.368,0.296,1.822,38,6.789,0.181,1.119,38,5.063,0.322,1.289,16,3.313,0.522,2.089,16,5,61.125,87.960,173.500,0,0.000,0,3.945,1.858,8,2.891,0,4.935,4,9
234,Erfolg,success,noun,abstract,7.412,0.164,0.957,34,5.333,0.398,2.287,33,7.000,0.184,1.073,34,5.435,0.294,1.409,23,3.696,0.311,1.490,23,5,194.354,46.970,284.167,0,0.000,0,4.072,1.984,3,1.255,0,5.062,2,6
235,erniedrigen,to debase,verb,behavior,1.676,0.169,1.029,37,7.351,0.227,1.379,37,4.784,0.414,2.518,37,7.962,0.211,1.076,26,3.615,0.368,1.878,26,2,0.417,1.420,1.500,0,0.000,0,2.124,0.036,1,0.000,0,3.117,4,11
236,Eroberer,conqueror,noun,identity,4.000,0.290,1.740,36,6.944,0.199,1.194,36,6.833,0.250,1.502,36,7.563,0.341,1.365,16,3.313,0.583,2.330,16,2,1.229,1.060,3.167,0,0.000,0,2.494,0.407,0,0.000,0,3.486,4,8
237,Erwachsener,adult (grownup),noun,identity,5.579,0.187,1.154,38,4.763,0.215,1.324,38,6.132,0.182,1.119,38,5.909,0.343,1.136,11,3.727,0.589,1.954,11,5,2.104,8.820,0.000,0,0.000,0,2.358,0.270,5,3.296,1,3.350,4,11
238,Erzfeind,arch enemy,noun,identity,2.487,0.187,1.167,39,7.564,0.179,1.119,39,6.821,0.232,1.449,39,6.462,0.351,1.266,13,4.077,0.560,2.019,13,2,1.875,1.340,0.833,0,0.000,0,1.602,-0.485,1,1.716,1,2.603,2,8
239,erziehen,educate,noun,identity,5.171,0.273,1.618,35,5.200,0.274,1.623,35,6.229,0.217,1.285,35,6.818,0.325,1.079,11,5.273,0.407,1.348,11,1,2.500,4.130,28.833,2,128.667,1,2.957,0.869,7,3.388,1,3.947,3,8
240,Erzieherin,educator,noun,identity,5.636,0.234,1.342,33,4.939,0.268,1.540,33,5.333,0.260,1.493,33,6.538,0.215,0.776,13,6.000,0.506,1.826,13,7,2.313,0.200,0.000,0,0.000,0,2.877,0.789,1,0.000,0,3.867,4,10
241,Erziehung,education,noun,abstract,5.633,0.294,1.608,30,5.200,0.256,1.400,30,6.433,0.274,1.501,30,5.864,0.311,1.457,22,6.045,0.363,1.704,22,5,15.958,5.080,61.000,1,1.667,0,3.774,1.686,6,2.698,0,4.764,3,9
242,erzkonservativ,archconservative,adjective,characterization,2.781,0.232,1.313,32,6.097,0.319,1.777,31,6.323,0.326,1.815,31,6.786,0.673,2.517,14,4.357,0.487,1.823,14,2,0.083,0.080,0.000,0,0.000,0,0.477,-1.610,1,0.301,0,1.592,5,14
243,esoterisch,esoteric,adjective,characterization,4.364,0.301,1.729,33,4.182,0.312,1.793,33,3.727,0.276,1.587,33,3.882,0.548,2.261,17,3.941,0.572,2.358,17,7,0.396,0.080,0.500,1,0.000,0,1.462,-0.625,2,1.000,0,2.467,4,10
244,Establishment,establishment,noun,abstract,4.375,0.198,1.254,40,4.763,0.138,0.852,38,5.897,0.220,1.373,39,6.118,0.548,2.261,17,4.824,0.583,2.404,17,1,2.542,0.200,0.000,0,0.000,0,1.813,-0.275,1,1.000,0,2.810,4,13
245,Ethik,ethics,noun,abstract,6.324,0.216,1.313,37,3.649,0.252,1.531,37,6.027,0.258,1.572,37,3.875,0.363,1.777,24,7.083,0.318,1.558,24,3,5.938,1.610,3.167,0,0.000,0,3.416,1.328,3,1.000,0,4.406,2,5
246,etw leisten*,to contribute,verb,behavior,6.974,0.219,1.367,39,4.949,0.320,1.999,39,6.692,0.227,1.417,39,5.826,0.257,1.230,23,4.261,0.389,1.864,23,5,76.771,50.280,150.000,0,0.000,0,3.845,1.758,16,4.200,1,4.836,2,7
247,etw anpassen*,to adjust sth.,verb,behavior,4.917,0.269,1.316,24,4.833,0.231,1.129,24,5.125,0.250,1.227,24,5.500,0.385,1.965,26,6.000,0.342,1.744,26,7,6.313,5.790,27.000,3,7.000,0,2.787,0.700,8,2.587,0,3.778,3,8
248,europäisch,European,adjective,characterization,6.000,0.190,1.230,42,4.452,0.168,1.087,42,5.524,0.184,1.194,42,4.056,0.454,1.924,18,6.889,0.457,1.937,18,4,2.167,0.350,194.667,0,0.000,0,2.236,0.148,1,1.322,0,3.228,4,10
249,Exfrau,exwife,noun,identity,4.030,0.263,1.510,33,6.091,0.244,1.400,33,5.303,0.287,1.649,33,5.250,0.310,1.238,16,3.313,0.454,1.815,16,6,0.438,0.000,0.000,0,0.000,0,0.301,-1.786,0,0.000,0,1.467,2,6
250,Exmann,exhusband,noun,identity,3.825,0.202,1.279,40,6.474,0.229,1.409,38,5.205,0.247,1.542,39,5.150,0.131,0.587,20,3.850,0.365,1.631,20,6,0.146,0.000,0.000,0,0.000,0,0.301,-1.786,6,2.130,4,1.467,2,6
251,Experte,expert (male),noun,identity,6.390,0.197,1.262,41,4.537,0.247,1.583,41,6.800,0.209,1.324,40,5.500,0.399,1.382,12,3.500,0.359,1.243,12,5,13.667,9.840,27.833,0,0.000,0,2.121,0.033,4,2.814,1,3.114,3,7
252,Expertin,expert (female),noun,identity,6.659,0.232,1.539,44,4.159,0.293,1.940,44,6.932,0.231,1.531,44,6.313,0.326,1.302,16,3.250,0.403,1.612,16,5,2.313,2.280,0.000,0,0.000,0,1.000,-1.088,1,3.037,1,2.032,3,8
253,Extremist,extremist,noun,identity,2.382,0.203,1.181,34,7.182,0.344,1.976,33,6.794,0.279,1.629,34,6.263,0.529,2.306,19,4.474,0.515,2.245,19,2,0.542,0.240,2.667,0,0.000,0,0.000,-2.088,1,0.000,0,1.291,3,9
254,extremistisch,extremist,adjective,characterization,2.094,0.226,1.279,32,7.438,0.308,1.740,32,7.563,0.301,1.703,32,7.167,0.649,2.250,12,3.833,0.661,2.290,12,2,0.250,0.000,2.500,0,0.000,0,0.602,-1.485,0,0.000,0,1.689,4,13
255,Facharbeiter,skilled worker,noun,identity,5.341,0.162,1.039,41,4.487,0.190,1.189,39,4.675,0.278,1.760,40,5.526,0.246,1.073,19,5.316,0.316,1.376,19,7,2.542,0.240,9.167,0,0.000,0,2.403,0.316,1,0.602,0,3.395,4,12
256,fachkundig,expert (adjective),adjective,characterization,7.439,0.156,1.001,41,3.976,0.236,1.508,41,6.707,0.230,1.470,41,5.500,0.269,0.850,10,4.700,0.423,1.337,10,5,0.500,0.000,0.000,1,4.667,1,1.380,-0.707,2,1.914,1,2.388,3,10
257,fähig,capable,adjective,characterization,6.970,0.206,1.185,33,4.000,0.331,1.904,33,6.303,0.224,1.287,33,5.333,0.343,1.455,18,3.278,0.289,1.227,18,5,7.458,23.940,19.000,0,0.000,0,3.366,1.278,2,1.000,0,4.356,2,5
258,Familie,family,noun,identity,6.806,0.287,1.600,31,3.839,0.341,1.899,31,7.000,0.266,1.483,31,5.167,0.458,1.586,12,7.000,0.389,1.348,12,3,170.792,320.410,119.000,0,0.000,0,4.110,2.023,5,1.799,0,5.101,4,7
259,Familienleben,family life,noun,abstract,7.000,0.280,1.747,39,4.051,0.362,2.259,39,6.553,0.279,1.719,38,3.944,0.416,1.765,18,7.889,0.212,0.900,18,3,1.792,0.830,0.000,0,0.000,0,2.479,0.391,1,0.000,0,3.470,5,13
260,Familienmitglied,family member,noun,identity,6.976,0.295,1.891,41,3.951,0.316,2.024,41,5.927,0.227,1.456,41,4.353,0.445,1.835,17,5.941,0.621,2.561,17,3,1.271,2.320,0.000,0,0.000,0,2.072,-0.016,0,0.000,0,3.066,5,16
261,Fan,fan,noun,identity,5.045,0.211,1.397,44,6.341,0.223,1.478,44,5.636,0.208,1.382,44,4.368,0.420,1.832,19,6.000,0.640,2.789,19,4,9.000,17.910,4.000,5,2730.167,2,1.681,-0.406,75,5.522,21,2.680,1,3
262,Fanclub,fan club,noun,identity,4.700,0.268,1.698,40,6.050,0.189,1.197,40,5.000,0.232,1.468,40,4.500,0.540,2.160,16,7.188,0.458,1.834,16,4,0.542,0.630,0.000,0,0.000,0,0.000,-2.088,0,0.000,0,1.291,2,7
263,faul,lazy,adjective,characterization,3.423,0.310,1.579,26,4.962,0.366,1.865,26,3.885,0.386,1.966,26,5.929,0.486,1.817,14,3.214,0.381,1.424,14,8,3.354,12.680,7.667,5,389.833,1,2.817,0.729,21,3.992,2,3.808,1,4
264,Faulenzer,bum,noun,identity,3.808,0.294,1.497,26,5.077,0.368,1.875,26,4.269,0.335,1.710,26,5.154,0.576,2.075,13,3.308,0.458,1.653,13,8,0.438,0.630,0.333,1,0.333,0,1.602,-0.485,1,1.491,0,2.603,3,9
265,Feiertag,holiday,noun,abstract,7.234,0.200,1.371,47,3.532,0.249,1.705,47,5.696,0.236,1.604,46,4.944,0.392,1.662,18,6.722,0.419,1.776,18,3,5.063,3.310,10.833,0,0.000,0,2.600,0.512,3,0.699,0,3.591,3,8
266,Feigling,coward,noun,identity,2.946,0.164,0.998,37,6.297,0.219,1.331,37,3.297,0.391,2.379,37,5.652,0.264,1.265,23,3.565,0.234,1.121,23,8,0.625,20.630,2.667,0,0.000,0,2.336,0.249,0,0.000,0,3.329,2,8
267,Fernsehmechaniker,television technician,noun,identity,4.902,0.163,1.044,41,4.634,0.190,1.220,41,4.512,0.218,1.399,41,4.895,0.151,0.658,19,4.368,0.278,1.212,19,7,0.042,0.000,0.000,0,0.000,0,0.000,0.000,0,0.000,0,0.990,6,17
268,fesseln,to bound,verb,behavior,3.641,0.332,2.071,39,7.128,0.221,1.380,39,6.256,0.378,2.359,39,7.688,0.416,1.662,16,3.813,0.400,1.601,16,2,1.375,10.430,12.333,1,0.000,0,2.648,0.561,11,3.047,1,3.639,2,7
269,Fest,celebration,noun,setting,6.971,0.244,1.445,35,6.265,0.281,1.639,34,5.676,0.218,1.273,34,3.833,0.505,1.749,12,8.167,0.345,1.193,12,4,38.750,0.000,0.000,8,511.333,8,3.372,1.284,46,4.521,3,4.362,1,4
270,Fischer,fisherman,noun,identity,5.605,0.153,0.946,38,4.289,0.216,1.334,38,4.842,0.179,1.103,38,4.692,0.208,0.751,13,4.000,0.392,1.414,13,7,108.042,8.500,25.000,3,6.333,0,3.484,1.397,24,3.148,0,4.474,2,7
271,Fleiß,diligence,noun,abstract,6.250,0.289,1.531,28,4.444,0.313,1.625,27,6.481,0.209,1.087,27,5.042,0.229,1.122,24,4.333,0.398,1.949,24,5,0.083,1.180,11.000,0,0.000,0,2.934,0.847,8,1.973,0,3.925,1,5
272,fleißig,diligent,adjective,characterization,6.667,0.215,1.287,36,5.333,0.273,1.639,36,6.000,0.249,1.475,35,4.958,0.244,1.197,24,4.208,0.395,1.933,24,5,0.063,6.810,23.667,0,0.000,0,3.009,0.922,2,1.415,0,4.000,2,7
273,flexibel,flexible,adjective,characterization,6.750,0.242,1.368,32,4.719,0.348,1.971,32,5.844,0.234,1.322,32,3.500,0.195,0.913,22,4.364,0.381,1.787,22,3,8.313,2.200,6.333,0,0.000,0,2.250,0.163,1,0.903,0,3.243,3,8
274,folgsam,funeral,adjective,characterization,4.314,0.268,1.586,35,4.143,0.236,1.396,35,3.657,0.256,1.514,35,7.125,0.315,1.541,24,5.292,0.410,2.010,24,8,0.333,1.300,1.167,0,0.000,0,2.025,-0.062,1,1.041,0,3.020,2,7
275,Freund,friend,noun,identity,7.897,0.204,1.273,39,3.282,0.396,2.470,39,7.205,0.239,1.490,39,2.700,0.309,1.380,20,6.850,0.544,2.434,20,3,69.625,428.760,0.000,0,0.000,0,3.988,1.901,3,1.785,0,4.978,1,6
276,Freundeskreis,circle of friends,noun,abstract,7.464,0.249,1.319,28,4.643,0.446,2.360,28,6.429,0.264,1.399,28,3.353,0.383,1.579,17,7.765,0.250,1.033,17,3,5.042,1.650,0.000,0,0.000,0,2.375,0.287,1,0.000,0,3.367,3,13
277,Freundin,girlfriend,noun,identity,7.952,0.170,1.103,42,3.143,0.304,1.970,42,6.286,0.249,1.612,42,3.533,0.401,1.552,15,5.800,0.470,1.821,15,3,36.833,177.640,28.333,0,0.000,0,3.439,1.352,2,3.428,0,4.429,2,8
278,Freundschaft,friendship,noun,abstract,8.593,0.153,0.797,27,2.963,0.375,1.951,27,7.593,0.284,1.474,27,2.000,0.453,1.633,13,7.462,0.713,2.570,13,3,18.063,30.240,92.167,0,0.000,0,3.727,1.639,3,0.602,0,4.717,2,12
279,freundschaftlich,friendly,adjective,characterization,7.718,0.164,1.025,39,2.872,0.236,1.472,39,6.500,0.238,1.466,38,3.167,0.452,1.917,18,7.667,0.313,1.328,18,3,1.875,1.220,32.167,0,0.000,0,2.661,0.573,2,0.699,0,3.652,3,16
280,Frühschoppen,"""sunday morning pint""",noun,setting,4.889,0.308,1.601,27,5.519,0.241,1.252,27,4.333,0.374,1.941,27,4.632,0.503,2.191,19,6.158,0.579,2.522,19,7,1.646,0.000,0.000,0,0.000,0,1.771,-0.317,0,0.000,0,2.768,3,12
281,frustriert,frustrated,adjective,characterization,2.791,0.234,1.536,43,6.256,0.288,1.891,43,5.047,0.312,2.047,43,5.682,0.250,1.171,22,3.455,0.252,1.184,22,6,5.458,3.270,0.000,0,0.000,0,1.869,-0.218,1,0.477,0,2.865,2,10
282,führen,to lead,verb,behavior,5.290,0.271,1.510,31,5.700,0.284,1.557,30,7.032,0.239,1.329,31,6.813,0.502,2.007,16,5.000,0.438,1.751,16,1,153.563,100.200,419.667,4,723.167,1,4.213,2.125,14,4.192,0,5.203,2,6
283,Führer,leader,noun,identity,2.107,0.254,1.343,28,7.593,0.228,1.185,27,7.593,0.252,1.309,27,7.813,0.421,1.682,16,4.188,0.691,2.762,16,2,25.521,24.690,68.167,3,478.167,1,4.110,2.022,13,3.340,0,5.100,2,6
284,Führung,leadership,noun,abstract,4.585,0.252,1.612,41,5.488,0.232,1.485,41,7.317,0.205,1.312,41,7.455,0.340,1.128,11,4.909,0.756,2.508,11,1,100.000,15.080,103.167,2,9.500,0,3.892,1.805,8,3.048,0,4.882,2,7
285,Führungsfigur,leading figure,noun,abstract,4.700,0.233,1.471,40,6.128,0.224,1.399,39,7.175,0.217,1.375,40,7.778,0.364,1.093,9,3.556,0.835,2.506,9,1,0.604,0.000,0.000,0,0.000,0,0.954,-1.133,0,0.000,0,1.990,4,13
286,Führungsmacht,leading power,noun,abstract,3.279,0.241,1.579,43,6.767,0.244,1.601,43,7.535,0.293,1.919,43,8.636,0.203,0.674,11,3.636,0.742,2.461,11,2,0.542,0.000,0.000,0,0.000,0,1.690,-0.397,0,0.000,0,2.689,3,13
287,fürchten,to fear,verb,behavior,2.765,0.207,1.208,34,7.182,0.248,1.424,33,5.727,0.425,2.440,33,6.182,0.299,1.402,22,4.182,0.292,1.368,22,6,32.604,17.210,57.667,0,0.000,0,3.288,1.200,5,3.038,0,4.278,2,8
288,Fußballer,football player,noun,identity,4.743,0.276,1.633,35,5.629,0.232,1.374,35,4.886,0.208,1.231,35,4.667,0.231,1.129,24,6.000,0.442,2.167,24,4,17.292,1.340,6.167,0,0.000,0,1.771,-0.317,1,1.447,0,2.768,3,9
289,Fußballspieler,football player,noun,identity,4.800,0.224,1.418,40,5.950,0.175,1.108,40,5.500,0.229,1.450,40,5.200,0.279,1.082,15,5.467,0.542,2.100,15,7,2.542,0.630,5.000,0,0.000,0,1.462,-0.625,2,1.322,0,2.467,4,14
290,Fußballstadion,football stadium,noun,setting,4.167,0.253,1.754,48,6.935,0.240,1.625,46,5.896,0.272,1.882,48,4.923,0.459,1.656,13,7.462,0.489,1.761,13,4,1.938,0.200,0.000,0,0.000,0,0.778,-1.309,1,0.602,0,1.835,5,14
291,Gangmitglied,gang member,noun,identity,2.774,0.190,1.055,31,7.129,0.244,1.360,31,5.548,0.379,2.111,31,6.400,0.562,1.776,10,6.000,0.615,1.944,10,6,0.063,0.350,0.000,0,0.000,0,0.000,0.000,0,0.000,0,0.990,3,12
292,Gangster,gangster,noun,identity,3.025,0.247,1.561,40,6.744,0.223,1.390,39,6.000,0.302,1.908,40,6.824,0.346,1.425,17,3.000,0.402,1.658,17,6,3.771,15.870,16.167,0,0.000,0,1.959,-0.128,3,0.699,0,2.954,2,8
293,Gastarbeiter,guest worker,noun,identity,4.421,0.179,1.106,38,5.243,0.162,0.983,37,3.946,0.216,1.311,37,5.813,0.510,2.040,16,5.125,0.464,1.857,16,8,2.146,0.310,13.667,0,0.000,0,2.033,-0.054,1,0.000,0,3.028,4,12
294,Gastgeber,host,noun,identity,6.711,0.190,1.272,45,4.356,0.209,1.401,45,5.778,0.152,1.020,45,4.650,0.335,1.496,20,6.450,0.328,1.468,20,3,39.146,4.530,17.667,0,0.000,0,3.018,0.930,0,0.000,0,4.008,3,9
295,Gauner,crook,noun,identity,3.375,0.307,1.737,32,6.594,0.257,1.456,32,5.406,0.336,1.898,32,5.565,0.300,1.441,23,3.130,0.303,1.456,23,6,1.083,9.760,0.500,0,0.000,0,2.288,0.200,17,2.290,0,3.280,2,6
296,Gebet,prayer,noun,abstract,5.229,0.338,2.001,35,3.629,0.336,1.987,35,5.343,0.408,2.413,35,5.208,0.371,1.817,24,5.417,0.438,2.145,24,7,5.146,10.470,10.500,4,1730.500,2,3.154,1.066,20,3.379,0,4.144,2,5
297,Geburtstagsfest,birthday party,noun,setting,6.583,0.262,1.574,36,6.167,0.254,1.521,36,5.139,0.226,1.355,36,4.400,0.476,1.506,10,5.800,1.052,3.327,10,4,0.500,0.080,0.000,0,0.000,0,1.279,-0.809,0,0.000,0,2.291,4,15
298,gedemütigt,humiliated,adjective,characterization,1.897,0.188,1.012,29,6.828,0.362,1.947,29,4.138,0.510,2.748,29,6.636,0.411,1.362,11,3.091,0.456,1.514,11,6,1.917,3.110,0.000,0,0.000,0,2.243,0.156,1,0.477,0,3.236,4,10
299,Geduld,patience,noun,abstract,6.848,0.231,1.326,33,2.879,0.253,1.453,33,5.303,0.259,1.489,33,3.696,0.239,1.146,23,5.087,0.435,2.087,23,3,15.917,27.910,18.833,0,0.000,0,3.306,1.219,2,0.699,0,4.297,2,6
300,geduldig,patient,adjective,characterization,6.833,0.233,1.513,42,2.905,0.259,1.679,42,5.500,0.277,1.798,42,3.783,0.274,1.313,23,4.826,0.486,2.329,23,3,5.167,5.750,12.500,0,0.000,0,2.918,0.830,2,1.633,0,3.908,3,8
301,geeignet,suitable,adjective,characterization,6.343,0.196,1.162,35,4.059,0.253,1.476,34,5.353,0.321,1.873,34,5.778,0.275,1.166,18,4.500,0.381,1.618,18,5,24.917,7.830,65.167,0,0.000,0,3.660,1.572,1,1.716,0,4.650,3,8
302,Gefährte,companion,noun,identity,7.632,0.205,1.261,38,2.947,0.247,1.524,38,6.378,0.217,1.320,37,3.000,0.211,0.667,10,6.400,0.618,1.955,10,3,0.792,1.380,2.667,0,0.000,0,2.121,0.033,5,1.568,0,3.114,3,8
303,Gefängnis,prison,noun,setting,2.417,0.216,1.296,36,6.972,0.280,1.682,36,6.806,0.276,1.653,36,7.833,0.336,1.425,18,5.556,0.487,2.064,18,2,43.229,104.770,52.667,0,0.000,0,3.579,1.491,4,1.826,0,4.569,3,9
304,gehässig,mean,adjective,characterization,2.314,0.196,1.157,35,7.286,0.199,1.178,35,5.257,0.331,1.961,35,6.273,0.248,1.162,22,3.909,0.372,1.743,22,6,0.313,0.430,0.000,0,0.000,0,1.987,-0.101,1,0.301,0,2.981,3,8
305,gehemmt,inhibited,adjective,characterization,3.059,0.198,1.153,34,5.412,0.232,1.351,34,3.853,0.284,1.654,34,5.455,0.285,1.335,22,3.727,0.220,1.032,22,8,1.167,1.140,0.000,0,0.000,0,2.803,0.715,1,0.845,0,3.794,2,7
306,gehorchen,to obey,verb,behavior,3.256,0.204,1.272,39,5.436,0.259,1.619,39,4.487,0.340,2.126,39,7.786,0.482,1.805,14,5.929,0.508,1.900,14,8,1.229,9.490,12.667,1,0.167,0,2.845,0.758,3,1.898,0,3.836,3,9
307,gehorsam,obedient,adjective,characterization,3.902,0.187,1.200,41,5.000,0.270,1.710,40,4.659,0.315,2.020,41,8.077,0.415,1.498,13,5.000,0.519,1.871,13,1,0.375,0.000,5.667,0,0.000,0,2.640,0.553,1,3.020,1,3.632,3,8
308,Geiz,avarice,noun,abstract,2.795,0.241,1.508,39,6.128,0.215,1.341,39,5.000,0.314,1.960,39,6.217,0.338,1.622,23,2.652,0.149,0.714,23,6,0.958,0.350,1.000,3,13.833,1,2.270,0.182,19,3.357,1,3.262,1,4
309,geizig,stingy,adjective,characterization,2.645,0.200,1.112,31,6.161,0.228,1.267,31,4.355,0.361,2.009,31,5.739,0.309,1.484,23,2.478,0.258,1.238,23,8,0.521,2.720,1.333,0,0.000,0,2.117,0.030,1,0.477,0,3.111,2,6
310,Geld,money,noun,abstract,6.000,0.245,1.681,47,4.681,0.315,2.158,47,6.804,0.246,1.668,46,6.522,0.332,1.592,23,4.478,0.506,2.428,23,5,362.167,642.700,200.667,5,228.167,0,4.257,2.169,35,4.027,0,5.247,1,4
311,Geldgier,greed for money,noun,abstract,2.188,0.248,1.401,32,6.875,0.237,1.338,32,6.156,0.456,2.579,32,6.261,0.261,1.251,23,2.304,0.171,0.822,23,6,0.604,0.430,1.000,0,0.000,0,1.944,-0.143,1,0.778,0,2.940,2,8
312,Geliebte,lover (female),noun,identity,6.629,0.312,1.848,35,5.914,0.417,2.466,35,5.771,0.336,1.987,35,5.000,0.461,1.595,12,3.250,0.760,2.633,12,5,6.063,17.520,19.333,0,0.000,0,3.000,0.912,5,3.020,0,3.991,3,8
313,Gemeinde,community,noun,identity,5.813,0.252,1.424,32,4.156,0.266,1.505,32,5.531,0.294,1.665,32,4.632,0.514,2.241,19,7.368,0.360,1.571,19,4,64.271,12.990,85.167,0,0.000,0,3.584,1.496,4,1.886,0,4.574,3,8
314,gemeinsam,collectively,adjective,characterization,7.867,0.208,1.137,30,3.567,0.389,2.128,30,7.103,0.273,1.472,29,2.667,0.475,1.839,15,8.333,0.410,1.589,15,3,130.563,51.730,322.333,0,0.000,0,3.869,1.782,4,2.686,0,4.859,3,9
315,Gemeinschaft,community,noun,abstract,7.103,0.207,1.113,29,3.379,0.295,1.590,29,7.069,0.185,0.998,29,3.154,0.478,1.725,13,8.154,0.390,1.405,13,3,35.813,7.130,100.000,0,0.000,0,3.927,1.839,3,0.954,0,4.917,3,12
316,General,general (military),noun,identity,3.758,0.285,1.640,33,6.152,0.262,1.503,33,7.152,0.254,1.460,33,8.261,0.309,1.484,23,4.130,0.516,2.474,23,2,40.750,95.750,125.000,0,0.000,0,4.331,2.244,11,1.908,0,5.322,3,7
