word_english,word_english_past,regularity,consistency,imagine_M,RT_M,z_score,proportion_correct,proportion_error
floor,floored,regular,1,4.142857143,775.85,0.15,0.965517241,0
flounce,flounced,regular,1,4.35,738.86,0.01,0.966666667,0
flour,floured,regular,1,5.066666667,796.41,0.18,0.933333333,0
flout,flouted,regular,1,3.961538462,776.96,0.25,1,0
flower,flowered,regular,1,5.451612903,688.56,-0.3,0.9,0
fluff,fluffed,regular,1,5.233333333,736.21,-0.14,0.965517241,0
flush,flushed,regular,1,5.966666667,700.52,-0.22,1,0
flute,fluted,regular,0.9,4.321428571,942.91,0.8,0.766666667,0
fly,flew,irregular,0.06,5.935483871,913.9,0.76,0.693181818,0.102272727
foam,foamed,regular,1,5.966666667,660.41,-0.37,0.931034483,0
foil,foiled,regular,0.88,3.741935484,702.22,-0.27,0.931034483,0
follow,followed,regular,1,5.666666667,681.9,-0.38,0.966666667,0
fool,fooled,regular,1,3.538461538,777.48,0.08,0.724137931,0
forage,foraged,regular,1,4.24137931,844.5,0.43,0.827586207,0
forbear,forbore,irregular,1,3.612903226,841.57,0.62,0.466666667,0.066666667
ford,forded,regular,1,3.689655172,796.58,0.34,0.896551724,0
foreclose,foreclosed,regular,1,3.666666667,763.46,0.09,0.965517241,0
foresee,foresaw,irregular,0.18,2.696969697,838.49,0.51,0.806818182,0.034090909
foreshorten,foreshortened,regular,1,2.28,924.61,0.94,0.862068966,0
foretell,foretold,irregular,0.19,3.612903226,778.53,0.16,0.93258427,0.011235955
forewarn,forewarned,regular,1,3.5,769.31,0.02,0.966666667,0
forge,forged,regular,1,4.833333333,726.65,-0.14,0.931034483,0
forget,forgot,irregular,0.13,3.838709677,782.91,0.18,0.91954023,0.022988506
forgive,forgave,irregular,0.5,4.076923077,710.84,-0.21,0.88372093,0.034883721
forgo,forwent,irregular,0.09,2.666666667,956.67,0.81,0.298850575,0.103448276
form,formed,regular,1,4.548387097,731.52,-0.08,0.966666667,0
formulate,formulated,regular,1,3.387096774,667.62,-0.36,0.966666667,0
forsake,forsook,irregular,0.18,2.967741935,760.64,0.18,0.340909091,0.25
forward,forwarded,regular,1,4.193548387,810.16,0.32,0.896551724,0
foster,fostered,regular,1,3.806451613,691.55,-0.34,0.966666667,0
found,founded,regular,1,3.612903226,731.33,-0.02,0.533333333,0
fracture,fractured,regular,1,5.333333333,695.64,-0.19,0.965517241,0
frame,framed,regular,1,5.242424242,718.86,-0.14,0.933333333,0
freak,freaked,regular,0.87,3.678571429,853.4,0.38,0.866666667,0
freewheel,freewheeled,regular,1,2.870967742,849.67,0.73,0.827586207,0
freeze,froze,irregular,0.11,6.133333333,754.77,0.07,0.829545455,0.079545455
freshen,freshened,regular,1,3.838709677,799.14,0.09,0.966666667,0
frighten,frightened,regular,1,4.633333333,681.72,-0.36,1,0
frisk,frisked,regular,1,4.8125,746.66,0.02,1,0
front,fronted,regular,1,2.625,839.57,0.19,1,0
froth,frothed,regular,1,5.043478261,788.85,0.16,0.933333333,0
frustrate,frustrated,regular,1,4.032258065,688.25,-0.33,0.965517241,0
fudge,fudged,regular,1,3.068965517,738.04,-0.13,0.965517241,0
fuel,fueled,regular,1,5,772.57,0.04,0.833333333,0
fulminate,fulminated,regular,1,2.869565217,840.68,0.68,0.862068966,0
fume,fumed,regular,1,4.666666667,776.5,0.14,0.833333333,0
fund,funded,regular,1,4.433333333,683.32,-0.25,0.9,0
fur,furred,regular,1,3.461538462,839.37,0.53,0.965517241,0
furnish,furnished,regular,1,4.933333333,680.59,-0.29,0.931034483,0
further,furthered,regular,1,2.821428571,708.59,-0.2,0.966666667,0
fuss,fussed,regular,1,3.833333333,700.63,-0.14,0.931034483,0
gag,gagged,regular,1,5.633333333,695.93,-0.3,1,0
gall,galled,regular,0.93,2.285714286,784.71,0.18,0.965517241,0
galvanize,galvanized,regular,1,3,732.52,-0.05,0.931034483,0
gambol,gamboled,regular,1,4.666666667,828.22,0.35,0.966666667,0
gape,gaped,regular,1,5.068965517,772.5,0.04,0.8,0
garden,gardened,regular,1,6.033333333,638.17,-0.52,1,0
garner,garnered,regular,1,2.677419355,674.41,-0.39,0.965517241,0
gas,gassed,regular,1,4.321428571,738.62,-0.13,0.966666667,0
gasp,gasped,regular,1,4.935483871,656.18,-0.51,0.965517241,0
gauge,gauged,regular,1,4.064516129,722.09,0.07,0.793103448,0
gear,geared,regular,0.94,2.633333333,736.32,-0.05,0.833333333,0
generate,generated,regular,1,2.787878788,673.5,-0.42,0.965517241,0
germinate,germinated,regular,1,4.233333333,747.64,-0.01,0.933333333,0
gesture,gestured,regular,1,5.483870968,709.3,-0.21,1,0
get,got,irregular,0.07,3.833333333,851.96,0.49,0.842696629,0.056179775
giggle,giggled,regular,1,6.366666667,662.66,-0.44,1,0
gird,girded,regular,1,3.961538462,866.04,0.66,0.827586207,0
give,gave,irregular,0.33,4.928571429,787.16,0.16,0.896551724,0.022988506
gladden,gladdened,regular,1,3.346153846,752.67,0.01,1,0
glare,glared,regular,0.86,5.387096774,692.96,-0.23,0.965517241,0
gleam,gleamed,regular,0.93,4.483870968,742.67,0.06,0.724137931,0
glide,glided,regular,0.58,5.034482759,837,0.4,0.966666667,0
glimpse,glimpsed,regular,1,4.303030303,721.89,-0.07,0.965517241,0
glisten,glistened,regular,1,6.2,722.8,-0.17,0.862068966,0
gloat,gloated,regular,1,3.689655172,705.32,-0.22,0.966666667,0
gloss,glossed,regular,1,4.678571429,729.14,-0.08,0.965517241,0
glower,glowered,regular,1,4.172413793,795.64,0.5,0.793103448,0
glut,glutted,regular,0.75,4.035714286,830.65,0.43,0.965517241,0
gnaw,gnawed,regular,0.91,5.269230769,743.32,0.13,0.965517241,0
go,went,irregular,0.05,4.333333333,971.79,1.07,0.651685393,0.02247191
gobble,gobbled,regular,1,5.133333333,635.03,-0.7,1,0
golf,golfed,regular,1,5.076923077,712.97,-0.22,1,0
gore,gored,regular,1,4.269230769,736.81,-0.04,0.931034483,0
gossip,gossipped,regular,1,4.709677419,637.52,-0.6,1,0
govern,governed,regular,1,3.393939394,642.48,-0.5,0.966666667,0
grace,graced,regular,1,3.285714286,683.81,-0.27,0.931034483,0
graduate,graduated,regular,1,5.392857143,694.72,-0.37,1,0
grant,granted,regular,1,2.71875,681.41,-0.33,0.966666667,0
grapple,grappled,regular,1,3.53125,653.03,-0.45,1,0
grate,grated,regular,1,4.515151515,741.56,-0.07,0.9,0
gravel,graveled,regular,1,4.321428571,754.93,0.01,0.9,0
grease,greased,regular,1,5.090909091,756.07,0.13,0.931034483,0
grey,greyed,regular,1,4.424242424,824.66,0.39,0.966666667,0
grill,grilled,regular,1,5.548387097,646.28,-0.51,1,0
grin,grinned,regular,0.83,5.580645161,782.11,0.28,0.965517241,0
grip,gripped,regular,0.85,5.966666667,775.5,0.07,0.966666667,0
grit,gritted,regular,0.44,4.566666667,796.35,0.21,0.933333333,0
groom,groomed,regular,1,5.03030303,683.82,-0.26,0.827586207,0
grope,groped,regular,1,5.344827586,675.3,-0.25,0.931034483,0
group,grouped,regular,1,4.393939394,642.86,-0.44,0.793103448,0
grow,grew,irregular,0.19,5.181818182,770.59,0.14,0.696629213,0.06741573
growl,growled,regular,1,5.5,660.07,-0.39,0.965517241,0
grudge,grudged,regular,1,3.633333333,689.74,-0.27,0.931034483,0
grunt,grunted,regular,1,4.538461538,680.31,-0.32,1,0
guard,guarded,regular,1,5.060606061,642.97,-0.53,1,0
guffaw,guffawed,regular,0.92,4.75,752.75,0.24,0.833333333,0
gulp,gulped,regular,1,5.966666667,614.68,-0.65,0.933333333,0
gurgle,gurgled,regular,1,5.25,715.11,-0.12,0.931034483,0
gut,gutted,regular,0.75,4.896551724,802.35,0.23,0.896551724,0
guzzle,guzzled,regular,1,5.428571429,704.18,-0.16,0.965517241,0
hack,hacked,regular,1,5.366666667,700.14,-0.27,1,0
hail,hailed,regular,1,4.230769231,718,-0.21,0.966666667,0
hallucinate,hallucinated,regular,1,5.586206897,828.18,0.46,0.933333333,0
halve,halved,regular,0.5,5.033333333,770.35,0.18,0.896551724,0
hamper,hampered,regular,1,3.103448276,628.14,-0.62,0.933333333,0
hand,handed,regular,0.86,4.346153846,762.79,0.08,0.966666667,0
handicap,handicapped,regular,1,4.653846154,673.96,-0.34,0.965517241,0
hang,hanged/hung,other,0.25,5.866666667,781.95,0.21,0.95505618,0
happen,happened,regular,1,3.192307692,679.93,-0.41,0.966666667,0
harass,harassed,regular,1,4.272727273,667.97,-0.39,0.966666667,0
harden,hardened,regular,1,4.967741935,676.76,-0.39,1,0
hark,harked,regular,1,2.413793103,767.58,0.01,0.9,0
harmonize,harmonized,regular,1,4.129032258,639.59,-0.54,1,0
harrow,harrowed,regular,1,2.535714286,773.3,0.17,0.931034483,0
harvest,harvested,regular,1,5.107142857,666.69,-0.55,0.966666667,0
hatch,hatched,regular,0.86,5.3,679.1,-0.32,1,0
haul,hauled,regular,0.93,5.064516129,662.59,-0.44,0.965517241,0
hawk,hawked,regular,1,3.90625,650.37,-0.49,0.931034483,0
haze,hazed,regular,1,4.366666667,722.57,-0.15,0.933333333,0
headline,headlined,regular,1,4.242424242,700.04,-0.24,0.965517241,0
heap,heaped,regular,0.57,4.35483871,856.42,0.4,0.75862069,0
hearten,heartened,regular,1,3.35483871,724.04,-0.11,0.965517241,0
heave,heaved,regular,0.63,4.666666667,724.25,0.03,0.724137931,0
hector,hectored,regular,1,3.666666667,675.3,-0.26,0.933333333,0
heed,heeded,regular,0.56,3.433333333,908.19,0.86,0.586206897,0
heighten,heightened,regular,1,4.7,701.79,-0.26,1,0
hem,hemmed,regular,1,4.88,722.36,-0.21,0.933333333,0
herd,herded,regular,1,5.233333333,763.62,0.1,0.866666667,0
hew,hewed,regular,0.96,4.1,768.73,0.22,0.517241379,0
hiccup,hiccupped,regular,1,5.878787879,707.39,-0.16,0.933333333,0
hide,hid,irregular,0.17,5.451612903,830.55,0.42,0.852272727,0.034090909
hijack,hijacked,regular,1,5.346153846,639.39,-0.51,1,0
hinder,hindered,regular,1,4.322580645,728.5,-0.06,0.75862069,0
hint,hinted,regular,1,3.677419355,774.19,0.09,0.9,0
hiss,hissed,regular,1,5.428571429,695.12,-0.22,0.896551724,0
hit,hit,irregular,0.38,5.8125,820.63,0.44,0.727272727,0.079545455
hitchhike,hitchhiked,regular,1,5.428571429,799.04,0.23,0.965517241,0
hoard,hoarded,regular,1,4.678571429,719.56,-0.09,0.931034483,0
hoe,hoed,regular,0.76,4.64,795.64,0.16,0.966666667,0
hoist,hoisted,regular,1,5.161290323,700.07,-0.23,0.965517241,0
hold,held,irregular,0.25,6,772.03,0.15,0.897727273,0.022727273
holiday,holidayed,regular,1,4.3,769.92,0.2,0.866666667,0
home,homed,regular,1,3.757575758,819.09,0.32,0.8,0
hone,honed,regular,1,4.142857143,713.76,-0.14,1,0
honor,honored,regular,1,4.903225806,721.21,-0.32,0.965517241,0
hoodwink,hoodwinked,regular,1,3.846153846,755.74,-0.05,0.933333333,0
hoot,hooted,regular,0.89,5.034482759,833.65,0.48,0.862068966,0
hope,hoped,regular,1,2.5,709.07,-0.23,0.964285714,0
hose,hosed,regular,1,4.72,737.1,-0.09,0.966666667,0
host,hosted,regular,1,5.387096774,705.03,-0.21,1,0
house,housed,regular,1,4.133333333,760,0.08,0.931034483,0
howl,howled,regular,1,5.258064516,671.96,-0.39,0.965517241,0
huff,huffed,regular,1,4.516129032,662.59,-0.43,1,0
hum,hummed,regular,0.91,4.769230769,838.76,0.26,0.966666667,0
humble,humbled,regular,1,3.258064516,651.08,-0.52,0.862068966,0
humor,humored,regular,1,4.1,719.33,-0.15,0.862068966,0
hunch,hunched,regular,1,4.032258065,771.24,-0.03,1,0
hunt,hunted,regular,1,5.580645161,728,-0.11,0.931034483,0
hurry,hurried,regular,1,5.096774194,705.57,-0.14,0.965517241,0
hurt,hurt,irregular,0.17,5.454545455,812.32,0.26,0.75,0.147727273
husband,husbanded,regular,1,3.307692308,727.4,-0.19,0.866666667,0
hustle,hustled,regular,1,4.1875,638.97,-0.6,1,0
ice,iced,regular,1,5.5,701.21,-0.3,1,0
identify,identified,regular,1,4,658.96,-0.37,0.965517241,0
idolize,idolized,regular,1,3.515151515,659.97,-0.43,1,0
ignore,ignored,regular,1,4.115384615,644.54,-0.51,0.965517241,0
illustrate,illustrated,regular,1,4.6,667.77,-0.43,1,0
imbibe,imbibed,regular,1,4.045454545,854.56,0.58,0.9,0
immerse,immersed,regular,0.8,4.576923077,817.29,0.36,0.965517241,0
immortalize,immortalized,regular,1,3.5,742.52,-0.08,0.862068966,0
impact,impacted,regular,1,3.928571429,648.59,-0.46,0.966666667,0
impale,impaled,regular,1,5.4,680.07,-0.24,0.931034483,0
impeach,impeached,regular,0.86,3.806451613,728.33,0.01,0.833333333,0
impel,impelled,regular,0.69,2.741935484,756.74,0.05,0.931034483,0
impersonate,impersonated,regular,1,3.909090909,776.21,0.18,1,0
implement,implemented,regular,1,2.9,684.04,-0.19,0.896551724,0
implore,implored,regular,1,3.793103448,710.54,-0.18,0.896551724,0
import,imported,regular,1,3.5,706.31,-0.21,0.931034483,0
impound,impounded,regular,1,4.517241379,768.89,0.11,0.9,0
impregnate,impregnated,regular,1,5.161290323,875.41,0.62,0.966666667,0
imprint,imprinted,regular,1,3.96875,715.81,-0.11,0.896551724,0
improve,improved,regular,1,3.580645161,758.09,0.08,0.827586207,0
impugn,impugned,regular,1,2.380952381,957.67,1.12,0.333333333,0
incapacitate,incapacitated,regular,1,3.9375,886.77,0.79,0.793103448,0
incense,incensed,regular,1,3.066666667,894.29,0.65,0.965517241,0
incinerate,incinerated,regular,1,6,852,0.58,0.933333333,0
incite,incited,regular,0.75,3.25,803.62,0.33,0.896551724,0
include,included,regular,1,2.939393939,696.81,-0.1,0.9,0
incorporate,incorporated,regular,1,3.8,731.32,-0.08,0.933333333,0
incriminate,incriminated,regular,1,4.161290323,860.8,0.62,0.931034483,0
incur,incurred,regular,1,2.1,666.37,-0.33,0.9,0
indicate,indicated,regular,1,4.25,680.9,-0.33,1,0
individualize,individualized,regular,1,3.115384615,697.59,-0.21,0.931034483,0
induce,induced,regular,1,3.903225806,734.48,-0.03,0.827586207,0
industrialize,industrialized,regular,1,4.433333333,779.93,0.18,0.931034483,0
infer,inferred,regular,1,3.620689655,825.19,0.42,0.931034483,0
infiltrate,infiltrated,regular,1,4.419354839,792.54,0.42,0.866666667,0
inflate,inflated,regular,1,5.034482759,740.58,-0.03,0.9,0
inform,informed,regular,1,4.35483871,700.64,-0.11,0.896551724,0
infuriate,infuriated,regular,1,4.71875,786.54,0.31,0.896551724,0
ingest,ingested,regular,1,4.1,719.7,-0.13,1,0
inhabit,inhabited,regular,1,4.258064516,751,0.11,0.931034483,0
inherit,inherited,regular,1,3.75862069,720.19,-0.15,0.931034483,0
initial,initialed,regular,1,4.076923077,848.89,0.31,0.933333333,0
inject,injected,regular,1,6.090909091,659.96,-0.5,0.931034483,0
inlay,inlaid,irregular,1,3.806451613,748.15,-0.03,0.920454545,0
innovate,innovated,regular,1,3.928571429,685.83,-0.39,1,0
inquire,inquired,regular,1,4,743.14,-0.01,0.933333333,0
insert,inserted,regular,0.86,5.285714286,690.04,-0.23,0.965517241,0
insinuate,insinuated,regular,1,3.730769231,876.76,0.69,0.866666667,0
inspect,inspected,regular,1,4.454545455,689.33,-0.24,1,0
install,installed,regular,0.93,4.733333333,689.52,-0.23,1,0
instil,instilled,regular,1,3.043478261,799.43,0.14,0.966666667,0
institutionalize,institutionalized,regular,1,3.967741935,827.55,0.51,0.866666667,0
insulate,insulated,regular,1,5,753.17,0.11,0.827586207,0
insure,insured,regular,1,3.935483871,726.28,-0.17,1,0
intend,intended,regular,0.58,3.419354839,716.14,-0.21,0.933333333,0
inter,interred,regular,1,3.407407407,809.57,0.55,0.862068966,0
intercede,interceded,regular,0.59,2.666666667,855.62,0.41,0.928571429,0
interest,interested,regular,1,3.129032258,693.33,-0.35,0.9,0
interject,interjected,regular,1,3.466666667,699.83,-0.24,1,0
interlock,interlocked,regular,1,4.846153846,718.11,-0.33,0.964285714,0
intern,interned,regular,1,3.709677419,640.03,-0.55,0.966666667,0
internationalize,internationalized,regular,1,2.777777778,950.3,0.99,0.827586207,0
interpret,interpreted,regular,1,3.060606061,741.88,-0.12,0.928571429,0
interrogate,interrogated,regular,1,5.607142857,814.82,0.31,0.966666667,0
intersect,intersected,regular,1,4.181818182,795.72,0.23,1,0
intertwine,intertwined,regular,0.9,5.392857143,856.88,0.4,0.833333333,0
interview,interviewed,regular,1,4.961538462,644.46,-0.57,0.933333333,0
intimate,intimated,regular,1,4.387096774,804.31,0.33,0.655172414,0
intone,intoned,regular,1,3.833333333,847.36,0.49,0.965517241,0
intrigue,intrigued,regular,1,2.875,683.9,-0.28,0.966666667,0
intrude,intruded,regular,1,4.9,708.41,-0.17,1,0
inundate,inundated,regular,1,3.75862069,879.05,0.88,0.766666667,0
invalidate,invalidated,regular,1,2.64516129,803.37,0.29,0.9,0
invert,inverted,regular,0.86,4.481481481,730.66,-0.11,1,0
investigate,investigated,regular,1,4.4,728.39,-0.18,0.965517241,0
invite,invited,regular,0.75,4.2,725.62,-0.11,1,0
involve,involved,regular,1,4.290322581,681.82,-0.32,0.965517241,0
iron,ironed,regular,1,5.966666667,712.5,-0.15,0.964285714,0
irritate,irritated,regular,1,3.666666667,738.62,-0.09,0.966666667,0
issue,issued,regular,1,2.8,670.03,-0.43,1,0
itemize,itemized,regular,1,3.225806452,741.3,-0.03,0.965517241,0
jabber,jabbered,regular,1,4.772727273,671.57,-0.39,1,0
jam,jammed,regular,1,4.838709677,638.45,-0.55,1,0
jar,jarred,regular,1,4.806451613,731,-0.11,0.966666667,0
jeopardize,jeopardized,regular,1,3.862068966,625.97,-0.65,0.966666667,0
jet,jetted,regular,0.63,4.666666667,769.12,0.08,0.896551724,0
jib,jibbed,regular,1,3.523809524,758.2,0.24,0.866666667,0
jiggle,jiggled,regular,1,4.903225806,735.57,-0.21,0.966666667,0
jingle,jingled,regular,1,5.322580645,666.52,-0.42,0.931034483,0
jog,jogged,regular,1,5.714285714,691,-0.4,0.965517241,0
join,joined,regular,1,4.5,749.46,-0.16,0.866666667,0
joke,joked,regular,1,4.741935484,684.37,-0.31,0.931034483,0
josh,joshed,regular,1,3.518518519,743.79,0.01,0.966666667,0
jot,jotted,regular,1,4.785714286,778.48,0.14,1,0
judge,judged,regular,1,3.515151515,641.71,-0.56,0.965517241,0
jumble,jumbled,regular,1,4.580645161,672.23,-0.41,1,0
justify,justified,regular,1,3.838709677,573.4,-0.87,1,0
keen,keened,regular,0.89,3,750.29,-0.02,0.827586207,0
keep,kept,irregular,0.43,3.633333333,693.34,-0.29,0.921348315,0.033707865
kick,kicked,regular,0.87,5.096774194,702.9,-0.23,1,0
kidnap,kidnapped,regular,1,5.733333333,649.73,-0.47,1,0
kindle,kindled,regular,1,3.92,655.25,-0.5,0.965517241,0
knead,kneaded,regular,0.56,5.303030303,864,0.88,0.533333333,0
kneel,kneeled/knelt,other,0.25,5.35483871,770.28,0.22,0.712643678,0.137931034
knight,knighted,regular,0.73,4.8,761.86,0.09,1,0
knock,knocked,regular,1,5,679.75,-0.27,0.965517241,0
know,knew,irregular,0.19,2.454545455,844.31,0.54,0.76744186,0.023255814
KO,KOed,regular,0.77,5.913043478,869.78,0.61,0.5,0
labor,labored,regular,1,5.1,635.03,-0.54,0.966666667,0
lacerate,lacerated,regular,1,5.387096774,775.79,0.14,1,0
lacquer,lacquered,regular,1,4.25,799,0.1,0.866666667,0
lag,lagged,regular,1,4.222222222,659.32,-0.44,0.966666667,0
lament,lamented,regular,1,3.64516129,714.2,-0.23,0.862068966,0
lampoon,lampooned,regular,1,2.785714286,669.5,-0.3,0.866666667,0
land,landed,regular,0.86,5.516129032,721.74,-0.2,0.931034483,0
languish,languished,regular,1,3.793103448,698.52,-0.25,1,0
lapse,lapsed,regular,1,2.909090909,677.61,-0.45,0.966666667,0
last,lasted,regular,0.67,2.4375,680.34,-0.32,1,0
lather,lathered,regular,1,5.2,705,-0.23,0.965517241,0
laugh,laughed,regular,1,6.34375,681.38,-0.39,1,0
launder,laundered,regular,1,4.571428571,714.52,-0.24,1,0
layer,layered,regular,1,4.678571429,688.88,-0.33,0.965517241,0
leach,leached,regular,0.86,4.038461538,746.08,0.23,0.862068966,0
lead,lead,irregular,0.44,4.392857143,744.24,-0.05,0.943181818,0.011363636
leak,leaked,regular,0.87,4.909090909,837.83,0.47,0.8,0
leap,leaped/leapt,other,0.46,5.230769231,729.77,-0.11,0.793103448,0.103448276
learn,learned/learnt,other,0.25,4.666666667,743.92,-0.06,0.943181818,0
leave,left,irregular,0.25,5.193548387,889.05,0.69,0.795454545,0.068181818
leaven,leavened,regular,1,3.034482759,847.88,0.51,0.866666667,0
leer,leered,regular,1,3.95,787.5,0.21,0.827586207,0
legalize,legalized,regular,1,3.060606061,743.21,0,1,0
legitimize,legitimized,regular,1,2.807692308,696.89,-0.12,0.931034483,0
lend,lent,irregular,0.45,3.964285714,847.38,0.42,0.730337079,0.157303371
lessen,lessened,regular,1,2.96875,707.03,-0.24,0.966666667,0
let,let,irregular,0.33,3.032258065,837.87,0.53,0.806818182,0.068181818
lever,levered,regular,1,4.121212121,741.5,-0.02,0.896551724,0
liaise,liaised,regular,1,3.458333333,988.71,1.29,0.7,0
liberate,liberated,regular,1,4.258064516,722.83,-0.18,0.966666667,0
lick,licked,regular,0.87,5.857142857,695.67,-0.22,0.931034483,0
lie,lied/lay,other,0.88,2.96875,783.2,0.23,0.920454545,0
light,lighted/lit,other,0.18,6.033333333,909.31,0.78,0.720430108,0.204301075
like,liked,regular,0.8,4.076923077,770.79,0.12,1,0
limber,limbered,regular,1,3.956521739,729.89,-0.02,0.931034483,0
limit,limited,regular,1,3.230769231,712.42,-0.21,0.862068966,0
line,lined,regular,0.89,3.935483871,718.58,-0.18,0.965517241,0
link,linked,regular,0.43,4.038461538,688,-0.35,0.896551724,0
lisp,lisped,regular,1,4.1,752.6,0.08,0.862068966,0
listen,listened,regular,1,4.857142857,662.9,-0.41,0.733333333,0
live,lived,regular,0.67,4.346153846,872.23,1.05,0.827586207,0
loan,loaned,regular,1,4.433333333,698.74,-0.27,0.933333333,0
lob,lobbed,regular,1,3.724137931,748.07,-0.04,0.931034483,0
localize,localized,regular,1,3.548387097,651.24,-0.5,1,0
lock,locked,regular,1,6.366666667,686.21,-0.48,1,0
log,logged,regular,1,3.333333333,695.79,-0.22,0.966666667,0
loll,lolled,regular,0.67,3.384615385,790.73,0.25,0.931034483,0
look,looked,regular,1,4.939393939,729,0.22,0.862068966,0
loop,looped,regular,1,4.571428571,813.46,0.26,0.8,0
loosen,loosened,regular,1,4.878787879,795.3,0.28,0.931034483,0
lop,lopped,regular,1,3.814814815,732.48,-0.04,0.793103448,0
lord,lorded,regular,1,2.6,788.81,0.27,0.793103448,0
lose,lost,irregular,0.11,3.633333333,835.32,0.54,0.724137931,0.034482759
love,loved,regular,1,4.357142857,728.46,-0.04,0.965517241,0
lower,lowered,regular,1,5.357142857,671.37,-0.44,0.931034483,0
lug,lugged,regular,0.9,4.258064516,813.92,0.44,0.896551724,0
lumber,lumbered,regular,1,4.677419355,699.69,-0.3,1,0
lunch,lunched,regular,1,4.464285714,696.58,-0.3,0.862068966,0
lurch,lurched,regular,1,5.172413793,685.76,-0.36,0.966666667,0
lurk,lurked,regular,1,4.407407407,711.81,-0.21,0.896551724,0
machine,machined,regular,0.89,4.071428571,816.25,0.28,0.862068966,0
magnify,magnified,regular,1,5.454545455,654.66,-0.47,0.966666667,0
maim,maimed,regular,1,4.615384615,794.52,0.36,0.931034483,0
malfunction,malfunctioned,regular,1,4.225806452,719.52,-0.15,0.966666667,0
malt,malted,regular,1,4.333333333,744.57,-0.04,0.965517241,0
man,manned,regular,1,3.571428571,828.14,0.56,0.862068966,0
manage,managed,regular,1,3.212121212,627.93,-0.69,1,0
maneuver,maneuvered,regular,1,4.363636364,678.96,-0.35,0.833333333,0
manhandle,manhandled,regular,1,4.518518519,749.89,-0.03,0.931034483,0
manifest,manifested,regular,1,3.6,721.65,-0.22,0.896551724,0
manure,manured,regular,1,4.222222222,850.22,0.23,0.655172414,0
mar,marred,regular,1,4.576923077,715.48,0.06,0.931034483,0
march,marched,regular,1,5.678571429,720.14,-0.22,1,0
mark,marked,regular,1,5.269230769,653.14,-0.47,0.966666667,0
maroon,marooned,regular,1,4.275862069,669.08,-0.39,0.862068966,0
marshal,marshaled,regular,1,3.071428571,695.79,-0.32,1,0
marvel,marveled,regular,1,4.064516129,685.87,-0.3,1,0
mask,masked,regular,1,5.3,661.76,-0.48,1,0
mass,massed,regular,1,2.966666667,732.08,-0.01,0.896551724,0
massage,massaged,regular,1,6.433333333,758.14,0.05,0.966666667,0
mastermind,masterminded,regular,1,3.678571429,719.37,-0.04,0.931034483,0
mat,matted,regular,1,2.964285714,732.92,0.09,0.866666667,0
mate,mated,regular,1,5.242424242,687.59,-0.28,1,0
matter,mattered,regular,1,2.818181818,711.48,-0.14,1,0
maul,mauled,regular,0.93,4.814814815,708.25,-0.21,0.933333333,0
mean,meant,irregular,0.13,2.923076923,901.56,0.65,0.655172414,0.103448276
measure,measured,regular,1,5.678571429,702.04,-0.26,0.931034483,0
meddle,meddled,regular,1,3.962962963,703.75,-0.11,0.965517241,0
meditate,meditated,regular,1,5.233333333,779.52,0.13,0.8,0
meet,met,irregular,0.1,5.111111111,770.99,0.09,0.862068966,0.022988506
melt,melted,regular,1,5.636363636,679.03,-0.23,1,0
menace,menaced,regular,1,4.387096774,758.3,0.01,0.9,0
menstruate,menstruated,regular,1,4.966666667,840.81,0.42,0.933333333,0
merchandise,merchandised,regular,1,4.258064516,709.72,-0.15,1,0
merit,merited,regular,1,3.2,711.21,-0.2,0.933333333,0
mesmerize,mesmerized,regular,1,4.387096774,720.78,-0.15,0.933333333,0
metamorphose,metamorphosed,regular,1,4.387096774,778.72,0.49,0.655172414,0
mew,mewed,regular,0.96,5.103448276,834.75,0.6,0.655172414,0
migrate,migrated,regular,1,4.787878788,766.04,-0.05,0.9,0
mill,milled,regular,1,4.272727273,786.76,0.3,0.862068966,0
mimeograph,mimeographed,regular,1,4.565217391,945.42,1.02,0.733333333,0
mince,minced,regular,1,4.566666667,749.63,0.05,0.833333333,0
mine,mined,regular,0.89,4,745.27,0.12,0.965517241,0
minimize,minimized,regular,1,3.766666667,717.87,-0.25,1,0
mire,mired,regular,1,3.5,739.34,-0.05,0.966666667,0
misbehave,misbehaved,regular,1,4.225806452,700.64,-0.24,1,0
misconceive,misconceived,regular,0.89,3.142857143,877.6,0.61,0.7,0
misfire,misfired,regular,1,3.666666667,765.55,0.01,1,0
misjudge,misjudged,regular,1,2.666666667,717.43,-0.15,0.965517241,0
mislead,mislead,irregular,0.47,2.787878788,709.72,-0.21,0.965909091,0
misplace,misplaced,regular,1,4.321428571,698.21,-0.33,0.965517241,0
misread,misread,irregular,0.47,3.923076923,774.08,0.07,0.977272727,0.011363636
miss,missed,regular,1,3.806451613,701.15,-0.25,0.931034483,0
mistake,mistook,irregular,0.18,3.846153846,763.45,0.11,0.75862069,0.057471264
mistrust,mistrusted,regular,0.83,2.363636364,717.23,-0.12,0.931034483,0
misuse,misused,regular,0.73,3.161290323,753.15,0.05,0.9,0
mix,mixed,regular,1,5.884615385,670.21,-0.37,0.966666667,0
mob,mobbed,regular,1,4.366666667,661.19,-0.31,0.896551724,0
mock,mocked,regular,1,4.8,691.84,-0.33,0.862068966,0
moderate,moderated,regular,1,3.516129032,703.63,-0.26,0.931034483,0
modify,modified,regular,1,4.678571429,624,-0.61,1,0
