word_german,word_english,letters_N,frequency_per_million,frequency_class,valence_M_young_female,valence_M_young_male,valence_M_old_female,valence_M_old_male,valence_M_young,valence_M_old,valence_M,arousal_M_young_female,arousal_M_young_male,arousal_M_old_female,arousal_M_old_male,arousal_M_young,arousal_M_old,arousal_M,control_M_young_female,control_M_young_male,control_M_old_female,control_M_old_male,control_M_young,control_M_old,control_M,imagine_M_young_female,imagine_M_young_male,imagine_M_old_female,imagine_M_old_male,imagine_M_young,imagine_M_old,imagine_M,selfrelevance_M_young_female,selfrelevance_M_young_male,selfrelevance_M_old_female,selfrelevance_M_old_male,selfrelevance_M_young,selfrelevance_M_old,selfrelevance_M,agerelevance_M_young_female,agerelevance_M_young_male,agerelevance_M_old_female,agerelevance_M_old_male,agerelevance_M_young,agerelevance_M_old,agerelevance_M,valence_M_self,valence_M_other,self_or_other_M,self_or_other_SD,self_or_other_class,valence_anova_p_age,valence_anova_etasquared_age,valence_anova_significant_age,valence_anova_p_sex,valence_anova_etasquared_sex,valence_anova_significant_sex,valence_anova_p_age_sex,valence_anova_etasquared_age_sex,valence_anova_significant_age_sex,arousal_anova_p_age,arousal_anova_etasquared_age,arousal_anova_significant_age,arousal_anova_p_sex,arousal_anova_etasquared_sex,arousal_anova_significant_sex,arousal_anova_p_age_sex,arousal_anova_etasquared_age_sex,arousal_anova_significant_age_sex,control_anova_p_age,control_anova_etasquared_age,control_anova_significant_age,control_anova_p_sex,control_anova_etasquared_sex,control_anova_significant_sex,control_anova_p_age_sex,control_anova_etasquared_age_sex,control_anova_significant_age_sex,imagine_anova_p_age,imagine_anova_etasquared_age,imagine_anova_significant_age,imagine_anova_p_sex,imagine_anova_etasquared_sex,imagine_anova_significant_sex,imagine_anova_p_age_sex,imagine_anova_etasquared_age_sex,imagine_anova_significant_age_sex,selfrelevance_anova_p_age,selfrelevance_anova_etasquared_age,selfrelevance_anova_significant_age,selfrelevance_anova_p_sex,selfrelevance_anova_etasquared_sex,selfrelevance_anova_significant_sex,selfrelevance_anova_p_age_sex,selfrelevance_anova_etasquared_age_sex,selfrelevance_anova_significant_age_sex,agerelevance_anova_p_age,agerelevance_anova_etasquared_age,agerelevance_anova_significant_age,agerelevance_anova_p_sex,agerelevance_anova_etasquared_sex,agerelevance_anova_significant_sex,agerelevance_anova_p_age_sex,agerelevance_anova_etasquared_age_sex,agerelevance_anova_significant_age_sex
fies,nasty,4,0.632,15,1.167,1.75,1.25,1.417,1.458,1.333,1.396,5.917,5.5,6.417,5.25,5.708,5.833,5.771,4.5,4.273,4,3.417,4.391,3.708,4.043,4.75,5.917,4.583,5.5,5.333,5.042,5.188,2.25,3.25,1.583,1.583,2.75,1.583,2.167,2.583,2.417,2.917,3.167,2.5,3.042,2.771,1.688,1.188,1,0,1,0.491,0.011,0,0.043,0.09,1,0.253,0.03,0,0.71,0.003,0,0.022,0.113,1,0.268,0.028,0,0.241,0.032,0,0.481,0.012,0,0.756,0.002,0,0.619,0.006,0,0.081,0.068,0,0.831,0.001,0,0.003,0.184,1,0.184,0.04,0,0.184,0.04,0,0.009,0.147,1,0.833,0.001,0,0.295,0.025,0
flexibel,flexible,8,8.04,12,5.75,5,6.083,5.333,5.375,5.708,5.542,2.75,3.083,3.25,3.917,2.917,3.583,3.25,6.083,5.583,4.333,5.417,5.833,4.875,5.354,2.727,2.583,4.083,3.5,2.652,3.792,3.234,5.5,5.5,6.167,5.667,5.5,5.917,5.708,1.75,1.417,2.25,2.75,1.583,2.5,2.042,5.938,5.875,1.667,0.441,2,0.343,0.02,0,0.037,0.096,1,1,0,0,0.11,0.057,0,0.228,0.033,0,0.686,0.004,0,0.003,0.182,1,0.346,0.02,0,0.013,0.132,1,0.029,0.107,1,0.473,0.012,0,0.664,0.004,0,0.184,0.04,0,0.422,0.015,0,0.422,0.015,0,0,0.392,1,0.631,0.005,0,0.02,0.117,1
frech,impudent,5,4.976,12,3.917,3.583,2.333,2,3.75,2.167,2.958,4.083,4.583,5.083,5.083,4.333,5.083,4.708,5.083,4.417,5.083,3.333,4.75,4.208,4.479,5.083,6.333,5.333,5.75,5.708,5.542,5.625,4.667,4.75,3,2.583,4.708,2.792,3.75,1.917,1.833,1.833,1.917,1.875,1.875,1.875,4.75,4.375,1.125,0,1,0,0.293,1,0.373,0.018,0,1,0,0,0.021,0.116,1,0.428,0.014,0,0.428,0.014,0,0.214,0.035,0,0.007,0.152,1,0.214,0.035,0,0.689,0.004,0,0.05,0.084,0,0.32,0.023,0,0,0.272,1,0.726,0.003,0,0.599,0.006,0,1,0,0,1,0,0,0.646,0.005,0
friedlich,peaceful,9,12.432,11,6.583,6.083,5.833,5.833,6.333,5.833,6.083,1.833,1.833,1.75,2.667,1.833,2.208,2.021,5,4.833,3.917,4.417,4.917,4.167,4.542,4.75,5.333,4.75,5.25,5.042,5,5.021,6.167,6.083,5.917,5.667,6.125,5.792,5.958,3.667,4.25,3.833,4,3.958,3.917,3.938,5.938,5.938,1.333,0.441,1,0.209,0.036,0,0.527,0.009,0,0.527,0.009,0,0.202,0.037,0,0.121,0.054,0,0.121,0.054,0,0.069,0.073,0,0.681,0.004,0,0.412,0.015,0,0.936,0,0,0.298,0.025,0,0.936,0,0,0.304,0.024,0,0.605,0.006,0,0.796,0.002,0,0.834,0.001,0,0.064,0.076,0,0.297,0.025,0
froehlich,cheerful,8,11.241,11,6.583,6.417,6.417,6.25,6.5,6.333,6.417,2,2.25,2,2.455,2.125,2.217,2.17,5.727,4.5,5.25,4.833,5.087,5.042,5.064,6.083,6.083,6.25,6.417,6.083,6.333,6.208,5.917,5.583,5.25,5,5.75,5.125,5.438,2.417,2.5,2.667,2.917,2.458,2.792,2.625,6.688,6.5,1.708,0.486,2,0.429,0.014,0,0.429,0.014,0,1,0,0,0.811,0.001,0,0.411,0.016,0,0.811,0.001,0,0.866,0.001,0,0.06,0.08,0,0.346,0.021,0,0.396,0.016,0,0.777,0.002,0,0.777,0.002,0,0.08,0.068,0,0.407,0.016,0,0.905,0,0,0.136,0.05,0,0.452,0.013,0,0.706,0.003,0
frustriert,frustated,10,4.47,13,1.833,1.75,2.333,2.25,1.792,2.292,2.042,6.25,5.75,6,5.333,6,5.667,5.833,1.833,2.167,3.167,2.333,2,2.75,2.375,3.75,4.667,3.75,4.5,4.208,4.125,4.167,3,2.917,1.75,2.667,2.958,2.208,2.583,3.25,2.75,2.917,3,3,2.958,2.979,1.375,2.063,1.958,0.167,2,0.026,0.108,1,0.703,0.003,0,1,0,0,0.355,0.019,0,0.109,0.057,0,0.816,0.001,0,0.069,0.073,0,0.538,0.009,0,0.155,0.045,0,0.88,0.001,0,0.137,0.049,0,0.88,0.001,0,0.079,0.068,0,0.323,0.022,0,0.237,0.032,0,0.882,0.001,0,0.461,0.012,0,0.303,0.024,0
furchtlos,fearless,9,0.8,15,5.083,5.083,5.25,5.25,5.083,5.25,5.167,2.917,3.25,3.833,4.417,3.083,4.125,3.604,5.167,5.25,4.727,5.5,5.208,5.13,5.17,3.917,5.417,5,4.5,4.667,4.75,4.708,3.333,4.5,5.417,4.333,3.917,4.875,4.396,2.333,2,2.167,2.167,2.167,2.167,2.167,5.125,4.813,1.75,0.441,2,0.635,0.005,0,1,0,0,1,0,0,0.036,0.097,1,0.345,0.02,0,0.796,0.002,0,0.837,0.001,0,0.354,0.02,0,0.454,0.013,0,0.864,0.001,0,0.306,0.024,0,0.044,0.089,1,0.032,0.1,1,0.924,0,0,0.013,0.133,1,1,0,0,0.515,0.01,0,0.515,0.01,0
furchtsam,frightened,9,0.905,15,2.5,2.5,3.167,2.583,2.5,2.875,2.688,5.417,5.667,6,3.727,5.542,4.913,5.234,2.083,2.167,3,2.75,2.125,2.875,2.5,3.75,5.083,4.364,5.667,4.417,5.043,4.723,3,2.917,2.667,3,2.958,2.833,2.896,3.583,3.5,4,3.417,3.542,3.708,3.625,2.313,2.75,1.917,0.167,2,0.266,0.028,0,0.386,0.017,0,0.386,0.017,0,0.055,0.083,0,0.005,0.167,1,0.001,0.238,1,0.053,0.083,0,0.826,0.001,0,0.66,0.004,0,0.231,0.033,0,0.01,0.143,1,0.976,0,0,0.725,0.003,0,0.725,0.003,0,0.557,0.008,0,0.406,0.016,0,0.1,0.06,0,0.215,0.035,0
gebildet,educated,8,20.458,10,6.583,6.167,6.5,6.333,6.375,6.417,6.396,3,2.917,3.083,3.75,2.958,3.417,3.188,6,5.833,5.417,5.5,5.917,5.458,5.688,3.083,5.091,4.25,4.417,4.043,4.333,4.191,5.583,5.583,5.167,5.417,5.583,5.292,5.438,3.083,3.167,3.5,3.333,3.125,3.417,3.271,6.5,6.188,1.833,0.441,2,0.853,0.001,0,0.198,0.037,0,0.578,0.007,0,0.215,0.035,0,0.428,0.014,0,0.309,0.024,0,0.186,0.039,0,0.903,0,0,0.716,0.003,0,0.653,0.005,0,0.052,0.085,0,0.098,0.063,0,0.285,0.026,0,0.645,0.005,0,0.645,0.005,0,0.244,0.031,0,0.867,0.001,0,0.616,0.006,0
geduldig,patient,8,5.869,12,5.583,5.583,6.167,5.583,5.583,5.875,5.729,2.5,2.417,2.5,2,2.458,2.25,2.354,5.417,5.333,4.417,4.583,5.375,4.5,4.938,3.5,3.333,4,3.667,3.417,3.826,3.617,4.417,4.167,5.5,4.833,4.292,5.167,4.729,3.583,4,3.667,4,3.792,3.833,3.813,6.25,6.438,1.375,0.527,1,0.259,0.029,0,0.259,0.029,0,0.259,0.029,0,0.583,0.007,0,0.443,0.013,0,0.583,0.007,0,0.041,0.091,1,0.921,0,0,0.765,0.002,0,0.434,0.014,0,0.638,0.005,0,0.875,0.001,0,0.035,0.097,1,0.26,0.029,0,0.607,0.006,0,0.838,0.001,0,0.07,0.073,0,0.838,0.001,0
gehemmt,inhibited,7,1.535,14,2.364,2.083,2.667,2.583,2.217,2.625,2.426,5.5,5.833,4.667,4.167,5.667,4.417,5.042,2.583,1.667,2.182,2.583,2.125,2.391,2.255,3.25,3.333,4,3.917,3.292,3.957,3.617,2.083,2.75,2.333,2.583,2.417,2.458,2.438,3.417,3.083,3.083,3.333,3.25,3.208,3.229,2.063,2.313,1.792,0.354,2,0.146,0.049,0,0.506,0.01,0,0.718,0.003,0,0.001,0.229,1,0.81,0.001,0,0.234,0.032,0,0.545,0.009,0,0.545,0.009,0,0.126,0.054,0,0.202,0.038,0,1,0,0,0.872,0.001,0,0.929,0,0,0.331,0.021,0,0.657,0.005,0,0.888,0,0,0.888,0,0,0.325,0.022,0
gehorsam,obedient,8,1.161,14,2.75,2.75,5,4.5,2.75,4.75,3.75,5.833,4.833,3.75,4.333,5.333,4.042,4.688,3.333,2.833,5.25,3.417,3.083,4.333,3.708,4.167,5.5,4.333,4.167,4.833,4.25,4.542,3.333,2.833,3.583,3.083,3.083,3.333,3.208,3.5,3.417,3.667,3.167,3.458,3.417,3.438,3.313,3.063,1.167,0.333,1,0,0.423,1,0.482,0.011,0,0.482,0.011,0,0.015,0.128,1,0.684,0.004,0,0.126,0.052,0,0.038,0.095,1,0.052,0.083,0,0.259,0.029,0,0.255,0.029,0,0.255,0.029,0,0.145,0.048,0,0.553,0.008,0,0.238,0.032,0,1,0,0,0.863,0.001,0,0.23,0.033,0,0.389,0.017,0
geizig,stingy,6,0.831,15,1.667,1.917,2,1.667,1.792,1.833,1.813,5.417,6,4.917,4.364,5.708,4.652,5.191,4.583,4.583,3.833,3.583,4.583,3.708,4.146,4.364,6.083,4.25,4.5,5.261,4.375,4.809,2.167,2.333,1.917,1.833,2.25,1.875,2.063,3.083,2.917,3.833,3.5,3,3.667,3.333,2.313,1.688,1.333,0.441,1,0.901,0,0,0.901,0,0,0.385,0.017,0,0.013,0.134,1,0.971,0,0,0.177,0.042,0,0.083,0.067,0,0.801,0.001,0,0.801,0.001,0,0.12,0.055,0,0.073,0.073,0,0.177,0.042,0,0.381,0.017,0,0.922,0,0,0.77,0.002,0,0.006,0.158,1,0.288,0.026,0,0.722,0.003,0
gelangweilt,bored,11,3.126,13,2.25,2.75,2.75,2.333,2.5,2.542,2.521,2.75,3,2.667,2.333,2.87,2.5,2.681,2.917,2.5,2.917,2.917,2.708,2.917,2.813,4.167,5.917,3.667,3.917,5.042,3.792,4.417,2.583,2.833,2.083,2.917,2.708,2.5,2.604,3,2,1.917,2.583,2.5,2.25,2.375,1.813,1.938,1.75,0.441,2,0.89,0,0,0.89,0,0,0.133,0.05,0,0.403,0.016,0,0.926,0,0,0.515,0.01,0,0.532,0.009,0,0.532,0.009,0,0.532,0.009,0,0.011,0.137,1,0.04,0.092,1,0.12,0.054,0,0.632,0.005,0,0.216,0.035,0,0.503,0.01,0,0.429,0.014,0,0.597,0.006,0,0.011,0.139,1
gelassen,at ease,8,42.879,9,6,6,5.917,5.333,6,5.625,5.813,1.5,1.667,1.75,2.333,1.583,2.042,1.813,4.75,4.667,4.083,3.417,4.708,3.75,4.229,3.25,4,4.818,2.636,3.625,3.727,3.674,4.417,5.25,5.333,5.333,4.833,5.333,5.083,3.25,3.667,3.636,3.917,3.458,3.783,3.617,6.063,5.625,1.917,0,2,0.199,0.037,0,0.316,0.023,0,0.316,0.023,0,0.138,0.049,0,0.223,0.034,0,0.496,0.011,0,0.055,0.081,0,0.445,0.013,0,0.552,0.008,0,0.844,0.001,0,0.173,0.044,0,0.007,0.161,1,0.14,0.049,0,0.217,0.034,0,0.217,0.034,0,0.243,0.032,0,0.201,0.038,0,0.801,0.001,0
gemuetlich,comfortable,9,6.503,12,5.917,6.083,5.833,5.5,6,5.667,5.833,1.25,1.5,1.5,1.5,1.375,1.5,1.438,3.917,4.083,3.917,3.667,4,3.792,3.896,5.667,5.667,5,5.25,5.667,5.125,5.396,5,4.917,5.25,5.083,4.958,5.167,5.063,4.25,3.917,4.5,3.75,4.083,4.125,4.104,5.688,5.625,1.625,0.441,2,0.246,0.03,0,0.77,0.002,0,0.383,0.017,0,0.536,0.009,0,0.536,0.009,0,0.536,0.009,0,0.687,0.004,0,0.936,0,0,0.687,0.004,0,0.175,0.041,0,0.752,0.002,0,0.752,0.002,0,0.62,0.006,0,0.766,0.002,0,0.921,0,0,0.847,0.001,0,0.015,0.126,1,0.338,0.021,0
genuegsam,modest,8,0.519,16,4.083,4.167,4.417,4.167,4.125,4.292,4.208,2.833,3,3.083,3,2.917,3.042,2.979,4.083,4.667,4.333,3.917,4.375,4.125,4.25,2.583,3.333,4.75,3.25,2.958,4,3.479,4,4.667,5.917,5,4.333,5.458,4.896,4.083,3.833,3.917,3.917,3.958,3.917,3.938,4.813,5.313,1.542,0.486,2,0.669,0.004,0,0.831,0.001,0,0.669,0.004,0,0.676,0.004,0,0.889,0,0,0.676,0.004,0,0.595,0.006,0,0.859,0.001,0,0.29,0.025,0,0.049,0.085,1,0.47,0.012,0,0.034,0.098,1,0.019,0.118,1,0.789,0.002,0,0.095,0.062,0,0.824,0.001,0,0.507,0.01,0,0.507,0.01,0
gerecht,just,7,22.117,10,6.167,6,6.583,6.583,6.083,6.583,6.333,2.75,2.75,2.333,3.583,2.75,2.958,2.854,5.417,5.5,5.417,5.917,5.458,5.667,5.563,4.333,4.583,3.583,2.417,4.458,3,3.729,6.167,5.25,6.083,5.667,5.708,5.875,5.792,3.167,3.417,3.333,3.333,3.292,3.333,3.313,6.188,6.438,1.208,0.441,1,0.034,0.098,1,0.717,0.003,0,0.717,0.003,0,0.617,0.006,0,0.137,0.049,0,0.137,0.049,0,0.552,0.008,0,0.406,0.016,0,0.552,0.008,0,0.015,0.128,1,0.428,0.014,0,0.223,0.034,0,0.555,0.008,0,0.022,0.114,1,0.377,0.018,0,0.799,0.001,0,0.445,0.013,0,0.445,0.013,0
gereizt,irritated,7,5.102,12,1.583,1.5,1.833,1.75,1.542,1.792,1.667,6.333,6.5,6.167,5.917,6.417,6.042,6.229,3,2.667,3.083,3,2.833,3.042,2.938,4.083,4.5,5.583,5.333,4.292,5.458,4.875,2.833,2.667,2.364,2.75,2.75,2.565,2.66,2.917,2.833,3.5,3.167,2.875,3.333,3.104,1.875,2.063,1.333,0.486,1,0.225,0.033,0,0.684,0.004,0,1,0,0,0.112,0.056,0,0.858,0.001,0,0.373,0.018,0,0.64,0.005,0,0.64,0.005,0,0.779,0.002,0,0.027,0.106,1,0.871,0.001,0,0.517,0.01,0,0.659,0.005,0,0.801,0.001,0,0.528,0.009,0,0.066,0.075,0,0.396,0.016,0,0.61,0.006,0
geschickt,skilful,9,42.038,9,5.75,5.583,5.917,6.5,5.667,6.208,5.938,3.167,3.5,3,3.25,3.333,3.125,3.229,5.75,5.5,4.667,5.25,5.625,4.958,5.292,4,3.917,4.75,4.25,3.957,4.5,4.234,5.25,4.667,6.167,4.333,4.958,5.25,5.104,2.417,2.25,2.75,2.455,2.333,2.609,2.468,5.813,5.25,2,0,2,0.083,0.067,0,0.498,0.01,0,0.225,0.033,0,0.573,0.007,0,0.43,0.014,0,0.91,0,0,0.055,0.081,0,0.624,0.006,0,0.224,0.033,0,0.272,0.028,0,0.552,0.008,0,0.671,0.004,0,0.438,0.014,0,0.002,0.193,1,0.1,0.06,0,0.226,0.034,0,0.297,0.025,0,0.77,0.002,0
geschwaetzig,gossipy,11,0.422,16,3.583,3.583,1.667,1.917,3.583,1.792,2.688,3.167,4.167,4.833,4,3.667,4.435,4.043,3.417,3.833,4.167,2.583,3.625,3.375,3.5,4.5,5.333,5.167,5.333,4.917,5.25,5.083,4.5,4.167,2.5,2.167,4.333,2.333,3.333,3.583,3.333,3.167,3.25,3.458,3.208,3.333,3.688,3.438,1,0,1,0,0.385,1,0.716,0.003,0,0.716,0.003,0,0.124,0.054,0,0.862,0.001,0,0.062,0.079,0,0.578,0.007,0,0.198,0.037,0,0.03,0.102,1,0.469,0.012,0,0.279,0.027,0,0.469,0.012,0,0,0.287,1,0.487,0.011,0,1,0,0,0.366,0.019,0,0.762,0.002,0,0.545,0.008,0
gesellig,sociable,8,0.494,16,5.417,5.917,5.833,5.25,5.667,5.542,5.604,2.583,2.083,2.75,3.083,2.333,2.917,2.625,4.917,4.833,5.083,4.833,4.875,4.958,4.917,5.333,5.583,5.5,5.75,5.458,5.625,5.542,5.75,5.25,5.667,4.75,5.5,5.208,5.354,2.25,2.833,2.75,3.083,2.542,2.917,2.729,6.125,6,1.083,0.333,1,0.642,0.005,0,0.877,0.001,0,0.049,0.085,1,0.124,0.053,0,0.824,0.001,0,0.269,0.028,0,0.828,0.001,0,0.665,0.004,0,0.828,0.001,0,0.731,0.003,0,0.607,0.006,0,1,0,0,0.517,0.01,0,0.12,0.054,0,0.643,0.005,0,0.268,0.028,0,0.178,0.041,0,0.71,0.003,0
gespraechig,talkative,10,0.587,15,5.333,5.083,5.167,4.667,5.208,4.917,5.063,2.917,2.667,3.75,3.667,2.792,3.708,3.25,5,4.167,5,4.333,4.583,4.667,4.625,4.667,4.417,5.25,4.5,4.542,4.875,4.708,5.417,5.25,5.417,4.75,5.333,5.083,5.208,3.167,3.417,2.333,3.25,3.292,2.792,3.042,5.313,5.625,1.083,0.333,1,0.357,0.019,0,0.238,0.031,0,0.692,0.004,0,0.034,0.098,1,0.692,0.004,0,0.843,0.001,0,0.809,0.001,0,0.034,0.098,1,0.809,0.001,0,0.551,0.008,0,0.373,0.018,0,0.655,0.005,0,0.503,0.01,0,0.266,0.028,0,0.503,0.01,0,0.067,0.074,0,0.034,0.098,1,0.218,0.034,0
gesund,healthy,6,15.579,11,6.917,6.083,6.75,6.333,6.5,6.542,6.521,2.167,2,2.167,3,2.083,2.583,2.333,5.5,5.917,4.083,4.5,5.708,4.292,5,6,4.917,4.667,5.25,5.458,4.958,5.208,5.917,5.917,4.917,4.5,5.917,4.708,5.313,1.5,1.667,1.917,2.167,1.583,2.042,1.813,6.875,6,2,0,2,0.848,0.001,0,0.006,0.159,1,0.341,0.021,0,0.192,0.038,0,0.382,0.017,0,0.192,0.038,0,0.018,0.12,1,0.474,0.012,0,1,0,0,0.386,0.017,0,0.663,0.004,0,0.151,0.046,0,0.01,0.14,1,0.647,0.005,0,0.647,0.005,0,0.054,0.082,0,0.373,0.018,0,0.858,0.001,0
gewissenhaft,conscientious,12,1.924,14,5.333,4.833,6.5,6.25,5.083,6.375,5.729,4.583,4.75,3.667,4.333,4.667,4,4.333,5.583,5.583,5.5,6,5.583,5.739,5.66,2.917,2.833,4.167,3.583,2.875,3.875,3.375,6,4.667,6.167,5.833,5.333,6,5.667,3.583,3.833,3.833,4,3.708,3.917,3.813,5.938,5.938,1.75,0.5,2,0,0.265,1,0.254,0.029,0,0.702,0.003,0,0.163,0.044,0,0.38,0.018,0,0.597,0.006,0,0.622,0.006,0,0.46,0.013,0,0.46,0.013,0,0.063,0.076,0,0.528,0.009,0,0.636,0.005,0,0.039,0.093,1,0.011,0.138,1,0.118,0.055,0,0.316,0.023,0,0.316,0.023,0,0.84,0.001,0
gierig,greedy,6,1.732,14,2.167,1.917,1.583,1.583,2.042,1.583,1.813,6.083,6.25,6.083,6.167,6.167,6.125,6.146,2.833,2.909,4.583,3,2.87,3.792,3.34,4.917,6,4.417,5.167,5.458,4.792,5.125,2.583,3.333,1.417,1.583,2.958,1.5,2.229,2.417,2.083,2,2.333,2.25,2.167,2.208,2.25,1.813,1.25,0.441,1,0.031,0.101,1,0.547,0.008,0,0.547,0.008,0,0.851,0.001,0,0.574,0.007,0,0.851,0.001,0,0.111,0.058,0,0.19,0.04,0,0.15,0.048,0,0.188,0.039,0,0.073,0.071,0,0.74,0.003,0,0,0.248,1,0.238,0.032,0,0.45,0.013,0,0.688,0.004,0,1,0,0,0.114,0.056,0
gluecklich,happy,9,40.126,9,6.917,6.75,6.917,6.583,6.833,6.75,6.792,2.333,1.667,1.417,2.167,2,1.792,1.896,5.25,4.667,3.667,4.583,4.958,4.125,4.542,6.167,5.583,6.364,5.364,5.875,5.864,5.87,6,5.667,5.25,5.75,5.833,5.5,5.667,2.917,3,2.833,3.25,2.958,3.042,3,6.938,6.688,2,0,2,0.598,0.006,0,0.118,0.055,0,0.598,0.006,0,0.627,0.005,0,0.923,0,0,0.104,0.059,0,0.08,0.068,0,0.722,0.003,0,0.114,0.056,0,0.981,0,0,0.098,0.064,0,0.659,0.005,0,0.388,0.017,0,0.828,0.001,0,0.282,0.026,0,0.691,0.004,0,0.236,0.032,0,0.427,0.014,0
grausam,cruel,7,5.978,12,1,1.167,1,1.25,1.083,1.125,1.104,6.333,6.5,6.833,6.583,6.417,6.708,6.563,3.833,4.25,4.667,3.5,4.042,4.083,4.063,5.75,6.167,5.583,6,5.958,5.792,5.875,1,2,1.091,1.417,1.5,1.261,1.383,2.917,2.75,2.75,2.75,2.833,2.75,2.792,1.313,1.063,1.083,0.333,1,0.696,0.004,0,0.055,0.081,0,0.696,0.004,0,0.198,0.037,0,0.853,0.001,0,0.355,0.019,0,0.952,0,0,0.59,0.007,0,0.258,0.029,0,0.71,0.003,0,0.355,0.019,0,1,0,0,0.317,0.023,0,0.009,0.147,1,0.173,0.043,0,0.578,0.007,0,0.578,0.007,0,0.578,0.007,0
gruendlich,thorough,9,15.635,11,4.75,4.667,6.417,6.083,4.708,6.25,5.479,4.417,4.75,3.917,3.583,4.583,3.75,4.167,5.583,5.667,5.333,5.333,5.625,5.333,5.479,3.5,4.417,4.417,3.667,3.958,4.042,4,5.417,4.583,6.083,6,5,6.042,5.521,3.667,3.5,3.333,3.917,3.583,3.625,3.604,5.813,5.375,1.917,0.333,2,0,0.451,1,0.421,0.015,0,0.629,0.005,0,0.066,0.075,0,1,0,0,0.454,0.013,0,0.353,0.02,0,0.894,0,0,0.894,0,0,0.881,0.001,0,0.881,0.001,0,0.139,0.049,0,0.001,0.218,1,0.131,0.051,0,0.214,0.035,0,0.807,0.001,0,0.227,0.033,0,0.033,0.1,1
guetig,kind,5,1.511,14,6.25,5.75,6.833,6.083,6,6.458,6.229,1.917,2.167,2.25,2.273,2.042,2.261,2.149,5.25,5.5,4.833,4,5.375,4.417,4.896,3.833,3.583,5.25,4.182,3.708,4.739,4.213,5.083,4.583,5.667,5.083,4.833,5.375,5.104,4.083,3.833,3.833,4.091,3.958,3.957,3.957,5.813,5.938,1.083,0.333,1,0.074,0.071,0,0.016,0.124,1,0.62,0.006,0,0.476,0.012,0,0.657,0.005,0,0.712,0.003,0,0.035,0.097,1,0.512,0.01,0,0.226,0.033,0,0.09,0.065,0,0.263,0.029,0,0.485,0.011,0,0.142,0.048,0,0.142,0.048,0,0.909,0,0,0.985,0,0,0.985,0,0,0.2,0.038,0
harmlos,harmless,7,7.908,12,4.417,4.417,4.667,4.333,4.417,4.5,4.458,1.917,1.667,3,2.167,1.792,2.583,2.188,3.75,3.333,3.417,2.75,3.542,3.083,3.313,3.333,3.583,4,2.273,3.458,3.174,3.319,4.75,4.083,4,3.083,4.417,3.542,3.979,3.5,3.75,3.333,3.833,3.625,3.583,3.604,4.125,4.5,1.167,0.441,1,0.838,0.001,0,0.684,0.004,0,0.684,0.004,0,0.01,0.143,1,0.071,0.072,0,0.325,0.022,0,0.288,0.026,0,0.211,0.035,0,0.771,0.002,0,0.565,0.008,0,0.191,0.039,0,0.082,0.069,0,0.094,0.062,0,0.129,0.052,0,0.808,0.001,0,0.866,0.001,0,0.132,0.051,0,0.612,0.006,0
haesslich,ugly,7,3.174,13,1.75,2,2.333,2.25,1.875,2.292,2.083,4.25,5,4.417,4.5,4.625,4.458,4.542,3.25,2.75,2.917,3,3,2.957,2.979,6.333,6.75,5.417,6.833,6.542,6.125,6.333,2.083,1.75,2.417,2.833,1.917,2.625,2.271,3.25,3.167,3.083,3.667,3.208,3.375,3.292,2,3.188,1.708,0.441,2,0.179,0.041,0,0.786,0.002,0,0.588,0.007,0,0.624,0.006,0,0.224,0.033,0,0.329,0.022,0,0.914,0,0,0.588,0.007,0,0.449,0.013,0,0.283,0.026,0,0.021,0.115,1,0.199,0.037,0,0.103,0.059,0,0.923,0,0,0.383,0.017,0,0.391,0.017,0,0.2,0.037,0,0.09,0.064,0
heiter,bright,6,9.268,12,6.083,5.917,6.167,6.083,6,6.125,6.063,2.667,2.833,3,3.182,2.75,3.087,2.915,5.167,4.417,4.167,4.25,4.792,4.208,4.5,5.583,5.583,5.917,5.333,5.583,5.625,5.604,6,5.583,5.417,5.167,5.792,5.292,5.542,2.917,2.75,2.833,2.667,2.833,2.75,2.792,6.125,5.875,2,0,2,0.579,0.007,0,0.579,0.007,0,0.853,0.001,0,0.485,0.011,0,0.72,0.003,0,0.988,0,0,0.225,0.033,0,0.485,0.011,0,0.384,0.017,0,0.923,0,0,0.501,0.01,0,0.501,0.01,0,0.117,0.055,0,0.292,0.025,0,0.791,0.002,0,0.682,0.004,0,0.413,0.015,0,1,0,0
hektisch,hectic,8,3.988,13,2.5,2.417,1.75,2.25,2.458,2,2.229,6.583,6.25,6.25,5.917,6.417,6.083,6.25,2.833,2.667,3.917,1.917,2.75,2.917,2.833,5.5,6,5.083,5,5.75,5.043,5.404,4,3.25,2.667,2.75,3.625,2.708,3.167,2,1.833,2,1.727,1.917,1.87,1.894,2.688,2.875,1.417,0.486,1,0.063,0.077,0,0.39,0.017,0,0.231,0.032,0,0.185,0.04,0,0.185,0.04,0,1,0,0,0.714,0.003,0,0.021,0.115,1,0.049,0.085,1,0.154,0.047,0,0.671,0.004,0,0.553,0.008,0,0.068,0.073,0,0.501,0.01,0,0.4,0.016,0,0.822,0.001,0,0.355,0.02,0,0.822,0.001,0
